onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
10.75	2.268	110	10750	olsa: list: 30 / sentence: 10	-2.8	95.0	olsa/sentences/18502.wav	Kerstin nahm fuenf grosse Autos.
14.119	2.05	118	14119	olsa: list: 30 / sentence: 18	-2.8	95.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
17.208	2.131	21	17208	olsa: list: 10 / sentence: 1	-8.4	40.0	olsa/sentences/69009.wav	Stefan malt drei grosse Ringe.
20.507	2.002	34	20507	olsa: list: 10 / sentence: 14	-8.4	40.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
23.69	2.05	98	23690	olsa: list: 25 / sentence: 18	-5.4	80.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
26.826	2.091	24	26826	olsa: list: 10 / sentence: 4	-8.4	40.0	olsa/sentences/93692.wav	Nina gibt zwei weisse Autos.
29.962	2.193	84	29962	olsa: list: 25 / sentence: 4	-5.4	80.0	olsa/sentences/51437.wav	Wolfgang sieht vier nasse Schuhe.
33.354	2.26	22	33354	olsa: list: 10 / sentence: 2	-8.4	40.0	olsa/sentences/70287.wav	Thomas bekommt sieben rote Schuhe.
36.816	2.287	101	36816	olsa: list: 30 / sentence: 1	-2.8	95.0	olsa/sentences/80338.wav	Doris bekommt acht nasse Steine.
40.254	2.292	46	40254	olsa: list: 14 / sentence: 6	-7.7	50.0	olsa/sentences/51417.wav	Wolfgang sieht vier kleine Schuhe.
43.692	1.938	80	43692	olsa: list: 21 / sentence: 20	-7.0	60.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
46.689	2.002	4	46689	olsa: list: 5 / sentence: 4	-10.0	20.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
49.825	2.142	53	49825	olsa: list: 14 / sentence: 13	-7.7	50.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
53.124	2.097	37	53124	olsa: list: 10 / sentence: 17	-8.4	40.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
56.376	2.196	79	56376	olsa: list: 21 / sentence: 19	-7.0	60.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
59.698	2.105	88	59698	olsa: list: 25 / sentence: 8	-5.4	80.0	olsa/sentences/92629.wav	Nina kauft zwei alte Ringe.
62.881	2.287	15	62881	olsa: list: 5 / sentence: 15	-10.0	20.0	olsa/sentences/95569.wav	Nina verleiht fuenf teure Ringe.
66.389	1.938	10	66389	olsa: list: 5 / sentence: 10	-10.0	20.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
69.386	2.565	36	69386	olsa: list: 10 / sentence: 16	-8.4	40.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
73.033	1.941	91	73033	olsa: list: 25 / sentence: 11	-5.4	80.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
76.146	1.938	120	76146	olsa: list: 30 / sentence: 20	-2.8	95.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
79.166	2.532	41	79166	olsa: list: 14 / sentence: 1	-7.7	50.0	olsa/sentences/95162.wav	Nina verleiht neun teure Autos.
82.744	2.305	64	82744	olsa: list: 21 / sentence: 4	-7.0	60.0	olsa/sentences/02737.wav	Peter kauft achtzehn nasse Schuhe.
86.205	2.385	105	86205	olsa: list: 30 / sentence: 5	-2.8	95.0	olsa/sentences/51779.wav	Wolfgang sieht achtzehn schoene Ringe.
89.69	2.32	66	89690	olsa: list: 21 / sentence: 6	-7.0	60.0	olsa/sentences/51195.wav	Wolfgang sieht neun weisse Sessel.
93.198	2.081	108	93198	olsa: list: 30 / sentence: 8	-2.8	95.0	olsa/sentences/94067.wav	Nina schenkt drei teure Schuhe.
96.357	2.522	42	96357	olsa: list: 14 / sentence: 2	-7.7	50.0	olsa/sentences/29744.wav	Tanja malt achtzehn schwere Dosen.
99.935	2.411	47	99935	olsa: list: 14 / sentence: 7	-7.7	50.0	olsa/sentences/10681.wav	Kerstin bekommt zwei rote Tassen.
103.396	2.039	43	103396	olsa: list: 14 / sentence: 3	-7.7	50.0	olsa/sentences/07970.wav	Peter gewann elf schoene Blumen.
106.579	1.941	111	106579	olsa: list: 30 / sentence: 11	-2.8	95.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
109.692	2.192	62	109692	olsa: list: 21 / sentence: 2	-7.0	60.0	olsa/sentences/90013.wav	Nina bekommt drei kleine Bilder.
113.06	2.578	70	113060	olsa: list: 21 / sentence: 10	-7.0	60.0	olsa/sentences/15952.wav	Kerstin verleiht elf gruene Autos.
