onset	duration	value	sample	trial_type	stim_file
6.398	0	2	6398	up-chirp	transient/upchirp_stim.wav
7.699	0	2	7699	up-chirp	transient/upchirp_stim.wav
8.977	0	2	8977	up-chirp	transient/upchirp_stim.wav
10.254	0	2	10254	up-chirp	transient/upchirp_stim.wav
11.509	0	2	11509	up-chirp	transient/upchirp_stim.wav
12.787	0	2	12787	up-chirp	transient/upchirp_stim.wav
13.948	0	2	13948	up-chirp	transient/upchirp_stim.wav
15.087	0	2	15087	up-chirp	transient/upchirp_stim.wav
16.248	0	2	16248	up-chirp	transient/upchirp_stim.wav
17.456	0	2	17456	up-chirp	transient/upchirp_stim.wav
18.757	0	2	18757	up-chirp	transient/upchirp_stim.wav
19.988	0	2	19988	up-chirp	transient/upchirp_stim.wav
21.173	0	2	21173	up-chirp	transient/upchirp_stim.wav
22.311	0	2	22311	up-chirp	transient/upchirp_stim.wav
23.52	0	2	23520	up-chirp	transient/upchirp_stim.wav
24.728	0	2	24728	up-chirp	transient/upchirp_stim.wav
25.866	0	2	25866	up-chirp	transient/upchirp_stim.wav
27.051	0	2	27051	up-chirp	transient/upchirp_stim.wav
28.282	0	2	28282	up-chirp	transient/upchirp_stim.wav
29.49	0	2	29490	up-chirp	transient/upchirp_stim.wav
30.768	0	2	30768	up-chirp	transient/upchirp_stim.wav
31.976	0	2	31976	up-chirp	transient/upchirp_stim.wav
33.184	0	2	33184	up-chirp	transient/upchirp_stim.wav
34.438	0	2	34438	up-chirp	transient/upchirp_stim.wav
35.669	0	2	35669	up-chirp	transient/upchirp_stim.wav
36.877	0	2	36877	up-chirp	transient/upchirp_stim.wav
38.085	0	2	38085	up-chirp	transient/upchirp_stim.wav
39.386	0	2	39386	up-chirp	transient/upchirp_stim.wav
40.525	0	2	40525	up-chirp	transient/upchirp_stim.wav
41.779	0	2	41779	up-chirp	transient/upchirp_stim.wav
42.941	0	2	42941	up-chirp	transient/upchirp_stim.wav
44.079	0	2	44079	up-chirp	transient/upchirp_stim.wav
45.194	0	2	45194	up-chirp	transient/upchirp_stim.wav
46.449	0	2	46449	up-chirp	transient/upchirp_stim.wav
47.773	0	2	47773	up-chirp	transient/upchirp_stim.wav
49.004	0	2	49004	up-chirp	transient/upchirp_stim.wav
50.235	0	2	50235	up-chirp	transient/upchirp_stim.wav
51.42	0	2	51420	up-chirp	transient/upchirp_stim.wav
52.605	0	2	52605	up-chirp	transient/upchirp_stim.wav
53.743	0	2	53743	up-chirp	transient/upchirp_stim.wav
54.951	0	2	54951	up-chirp	transient/upchirp_stim.wav
56.229	0	2	56229	up-chirp	transient/upchirp_stim.wav
57.437	0	2	57437	up-chirp	transient/upchirp_stim.wav
58.575	0	2	58575	up-chirp	transient/upchirp_stim.wav
59.876	0	2	59876	up-chirp	transient/upchirp_stim.wav
61.038	0	2	61038	up-chirp	transient/upchirp_stim.wav
