onset	duration	value	sample	trial_type	stim_file
7.183	0	2	7183	up-chirp	transient/upchirp_stim.wav
8.391	0	2	8391	up-chirp	transient/upchirp_stim.wav
9.715	0	2	9715	up-chirp	transient/upchirp_stim.wav
11.016	0	2	11016	up-chirp	transient/upchirp_stim.wav
12.317	0	2	12317	up-chirp	transient/upchirp_stim.wav
13.525	0	2	13525	up-chirp	transient/upchirp_stim.wav
14.733	0	2	14733	up-chirp	transient/upchirp_stim.wav
16.057	0	2	16057	up-chirp	transient/upchirp_stim.wav
17.242	0	2	17242	up-chirp	transient/upchirp_stim.wav
18.497	0	2	18497	up-chirp	transient/upchirp_stim.wav
19.821	0	2	19821	up-chirp	transient/upchirp_stim.wav
21.075	0	2	21075	up-chirp	transient/upchirp_stim.wav
22.283	0	2	22283	up-chirp	transient/upchirp_stim.wav
23.515	0	2	23515	up-chirp	transient/upchirp_stim.wav
24.723	0	2	24723	up-chirp	transient/upchirp_stim.wav
25.977	0	2	25977	up-chirp	transient/upchirp_stim.wav
27.208	0	2	27208	up-chirp	transient/upchirp_stim.wav
28.486	0	2	28486	up-chirp	transient/upchirp_stim.wav
29.601	0	2	29601	up-chirp	transient/upchirp_stim.wav
30.925	0	2	30925	up-chirp	transient/upchirp_stim.wav
32.064	0	2	32064	up-chirp	transient/upchirp_stim.wav
33.318	0	2	33318	up-chirp	transient/upchirp_stim.wav
34.619	0	2	34619	up-chirp	transient/upchirp_stim.wav
35.85	0	2	35850	up-chirp	transient/upchirp_stim.wav
36.989	0	2	36989	up-chirp	transient/upchirp_stim.wav
38.127	0	2	38127	up-chirp	transient/upchirp_stim.wav
39.312	0	2	39312	up-chirp	transient/upchirp_stim.wav
40.566	0	2	40566	up-chirp	transient/upchirp_stim.wav
41.728	0	2	41728	up-chirp	transient/upchirp_stim.wav
43.006	0	2	43006	up-chirp	transient/upchirp_stim.wav
44.167	0	2	44167	up-chirp	transient/upchirp_stim.wav
45.468	0	2	45468	up-chirp	transient/upchirp_stim.wav
46.63	0	2	46630	up-chirp	transient/upchirp_stim.wav
47.791	0	2	47791	up-chirp	transient/upchirp_stim.wav
49.046	0	2	49046	up-chirp	transient/upchirp_stim.wav
50.254	0	2	50254	up-chirp	transient/upchirp_stim.wav
51.438	0	2	51438	up-chirp	transient/upchirp_stim.wav
52.623	0	2	52623	up-chirp	transient/upchirp_stim.wav
53.808	0	2	53808	up-chirp	transient/upchirp_stim.wav
55.086	0	2	55086	up-chirp	transient/upchirp_stim.wav
56.387	0	2	56387	up-chirp	transient/upchirp_stim.wav
57.548	0	2	57548	up-chirp	transient/upchirp_stim.wav
58.849	0	2	58849	up-chirp	transient/upchirp_stim.wav
60.034	0	2	60034	up-chirp	transient/upchirp_stim.wav
61.172	0	2	61172	up-chirp	transient/upchirp_stim.wav
62.404	0	2	62404	up-chirp	transient/upchirp_stim.wav
63.681	0	2	63681	up-chirp	transient/upchirp_stim.wav
64.982	0	2	64982	up-chirp	transient/upchirp_stim.wav
66.097	0	2	66097	up-chirp	transient/upchirp_stim.wav
67.422	0	2	67422	up-chirp	transient/upchirp_stim.wav
68.583	0	2	68583	up-chirp	transient/upchirp_stim.wav
69.814	0	2	69814	up-chirp	transient/upchirp_stim.wav
71.115	0	2	71115	up-chirp	transient/upchirp_stim.wav
