onset	duration	value	sample	trial_type	stim_file
6.992	0	2	6992	up-chirp	transient/upchirp_stim.wav
8.13	0	2	8130	up-chirp	transient/upchirp_stim.wav
9.361	0	2	9361	up-chirp	transient/upchirp_stim.wav
10.639	0	2	10639	up-chirp	transient/upchirp_stim.wav
11.94	0	2	11940	up-chirp	transient/upchirp_stim.wav
13.241	0	2	13241	up-chirp	transient/upchirp_stim.wav
14.379	0	2	14379	up-chirp	transient/upchirp_stim.wav
15.518	0	2	15518	up-chirp	transient/upchirp_stim.wav
16.749	0	2	16749	up-chirp	transient/upchirp_stim.wav
17.934	0	2	17934	up-chirp	transient/upchirp_stim.wav
19.119	0	2	19119	up-chirp	transient/upchirp_stim.wav
20.327	0	2	20327	up-chirp	transient/upchirp_stim.wav
21.558	0	2	21558	up-chirp	transient/upchirp_stim.wav
22.743	0	2	22743	up-chirp	transient/upchirp_stim.wav
23.974	0	2	23974	up-chirp	transient/upchirp_stim.wav
25.252	0	2	25252	up-chirp	transient/upchirp_stim.wav
26.413	0	2	26413	up-chirp	transient/upchirp_stim.wav
27.691	0	2	27691	up-chirp	transient/upchirp_stim.wav
28.969	0	2	28969	up-chirp	transient/upchirp_stim.wav
30.13	0	2	30130	up-chirp	transient/upchirp_stim.wav
31.245	0	2	31245	up-chirp	transient/upchirp_stim.wav
32.453	0	2	32453	up-chirp	transient/upchirp_stim.wav
33.568	0	2	33568	up-chirp	transient/upchirp_stim.wav
34.776	0	2	34776	up-chirp	transient/upchirp_stim.wav
35.892	0	2	35892	up-chirp	transient/upchirp_stim.wav
37.03	0	2	37030	up-chirp	transient/upchirp_stim.wav
38.261	0	2	38261	up-chirp	transient/upchirp_stim.wav
39.516	0	2	39516	up-chirp	transient/upchirp_stim.wav
40.747	0	2	40747	up-chirp	transient/upchirp_stim.wav
42.001	0	2	42001	up-chirp	transient/upchirp_stim.wav
43.279	0	2	43279	up-chirp	transient/upchirp_stim.wav
44.58	0	2	44580	up-chirp	transient/upchirp_stim.wav
45.695	0	2	45695	up-chirp	transient/upchirp_stim.wav
46.95	0	2	46950	up-chirp	transient/upchirp_stim.wav
48.158	0	2	48158	up-chirp	transient/upchirp_stim.wav
49.296	0	2	49296	up-chirp	transient/upchirp_stim.wav
50.55	0	2	50550	up-chirp	transient/upchirp_stim.wav
51.875	0	2	51875	up-chirp	transient/upchirp_stim.wav
53.152	0	2	53152	up-chirp	transient/upchirp_stim.wav
54.384	0	2	54384	up-chirp	transient/upchirp_stim.wav
55.708	0	2	55708	up-chirp	transient/upchirp_stim.wav
