onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
10.468	2.565	116	10468	olsa: list: 30 / sentence: 16	-3.0	95.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
14.208	2.268	110	14208	olsa: list: 30 / sentence: 10	-3.0	95.0	olsa/sentences/18502.wav	Kerstin nahm fuenf grosse Autos.
17.6	2.193	48	17600	olsa: list: 14 / sentence: 8	-7.9	50.0	olsa/sentences/63558.wav	Stefan gibt fuenf gruene Steine.
20.899	2.05	118	20899	olsa: list: 30 / sentence: 18	-3.0	95.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
24.035	2.002	54	24035	olsa: list: 14 / sentence: 14	-7.9	50.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
27.194	2.578	70	27194	olsa: list: 21 / sentence: 10	-7.2	60.0	olsa/sentences/15952.wav	Kerstin verleiht elf gruene Autos.
30.911	2.039	43	30911	olsa: list: 14 / sentence: 3	-7.9	50.0	olsa/sentences/07970.wav	Peter gewann elf schoene Blumen.
34.071	1.938	40	34071	olsa: list: 10 / sentence: 20	-8.6	40.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
37.184	2.396	104	37184	olsa: list: 30 / sentence: 4	-3.0	95.0	olsa/sentences/67850.wav	Stefan gewann zwoelf gruene Blumen.
40.738	1.938	100	40738	olsa: list: 25 / sentence: 20	-5.6	80.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
43.805	2.549	92	43805	olsa: list: 25 / sentence: 12	-5.6	80.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
47.452	2.196	9	47452	olsa: list: 5 / sentence: 9	-10.2	20.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
50.681	2.213	69	50681	olsa: list: 21 / sentence: 9	-7.2	60.0	olsa/sentences/89364.wav	Doris malt acht teure Dosen.
54.003	2.549	72	54003	olsa: list: 21 / sentence: 12	-7.2	60.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
57.651	2.077	61	57651	olsa: list: 21 / sentence: 1	-7.2	60.0	olsa/sentences/37886.wav	Ulrich gewann zwoelf rote Messer.
60.787	1.846	63	60787	olsa: list: 21 / sentence: 3	-7.2	60.0	olsa/sentences/44529.wav	Britta schenkt fuenf alte Ringe.
63.807	2.145	75	63807	olsa: list: 21 / sentence: 15	-7.2	60.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
67.082	1.946	18	67082	olsa: list: 5 / sentence: 18	-10.2	20.0	olsa/sentences/76802.wav	Thomas hat zwoelf grosse Autos.
70.079	2.142	73	70079	olsa: list: 21 / sentence: 13	-7.2	60.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
