onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
10.558	2.196	119	10558	olsa: list: 30 / sentence: 19	-4.6	95.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
13.81	2.206	102	13810	olsa: list: 30 / sentence: 2	-4.6	95.0	olsa/sentences/43285.wav	Britta gibt sieben rote Sessel.
17.109	2.097	117	17109	olsa: list: 30 / sentence: 17	-4.6	95.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
20.315	2.023	68	20315	olsa: list: 21 / sentence: 8	-8.8	60.0	olsa/sentences/68271.wav	Stefan nahm sieben schoene Tassen.
23.405	2.043	50	23405	olsa: list: 14 / sentence: 10	-9.5	50.0	olsa/sentences/78835.wav	Thomas nahm zwoelf nasse Sessel.
26.518	2.411	47	26518	olsa: list: 14 / sentence: 7	-9.5	50.0	olsa/sentences/10681.wav	Kerstin bekommt zwei rote Tassen.
30.142	2.193	48	30142	olsa: list: 14 / sentence: 8	-9.5	50.0	olsa/sentences/63558.wav	Stefan gibt fuenf gruene Steine.
33.348	2.002	114	33348	olsa: list: 30 / sentence: 14	-4.6	95.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
36.437	1.804	44	36437	olsa: list: 14 / sentence: 4	-9.5	50.0	olsa/sentences/46393.wav	Britta hat acht weisse Bilder.
39.341	2.002	54	39341	olsa: list: 14 / sentence: 14	-9.5	50.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
42.524	2.196	9	42524	olsa: list: 5 / sentence: 9	-11.8	20.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
45.776	2.192	62	45776	olsa: list: 21 / sentence: 2	-8.8	60.0	olsa/sentences/90013.wav	Nina bekommt drei kleine Bilder.
49.122	2.132	14	49122	olsa: list: 5 / sentence: 14	-11.8	20.0	olsa/sentences/33980.wav	Ulrich gibt elf rote Blumen.
52.304	2.097	7	52304	olsa: list: 5 / sentence: 7	-11.8	20.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
55.533	2.142	33	55533	olsa: list: 10 / sentence: 13	-10.2	40.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
58.809	2.002	94	58809	olsa: list: 25 / sentence: 14	-7.2	80.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
61.992	1.938	40	61992	olsa: list: 10 / sentence: 20	-10.2	40.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
64.989	2.145	95	64989	olsa: list: 25 / sentence: 15	-7.2	80.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
68.148	1.938	100	68148	olsa: list: 25 / sentence: 20	-7.2	80.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
71.238	2.008	82	71238	olsa: list: 25 / sentence: 2	-7.2	80.0	olsa/sentences/86800.wav	Doris hat zwoelf grosse Blumen.
74.304	2.213	69	74304	olsa: list: 21 / sentence: 9	-8.8	60.0	olsa/sentences/89364.wav	Doris malt acht teure Dosen.
77.626	2.565	56	77626	olsa: list: 14 / sentence: 16	-9.5	50.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
81.227	2.031	17	81227	olsa: list: 5 / sentence: 17	-11.8	20.0	olsa/sentences/47048.wav	Britta gewann drei schwere Steine.
84.456	1.846	63	84456	olsa: list: 21 / sentence: 3	-8.8	60.0	olsa/sentences/44529.wav	Britta schenkt fuenf alte Ringe.
