onset	duration	value	sample	trial_type	stim_file
5.925	0	2	5925	up-chirp	transient/upchirp_stim.wav
7.156	0	2	7156	up-chirp	transient/upchirp_stim.wav
8.364	0	2	8364	up-chirp	transient/upchirp_stim.wav
9.503	0	2	9503	up-chirp	transient/upchirp_stim.wav
10.641	0	2	10641	up-chirp	transient/upchirp_stim.wav
11.919	0	2	11919	up-chirp	transient/upchirp_stim.wav
13.22	0	2	13220	up-chirp	transient/upchirp_stim.wav
14.474	0	2	14474	up-chirp	transient/upchirp_stim.wav
15.612	0	2	15612	up-chirp	transient/upchirp_stim.wav
16.867	0	2	16867	up-chirp	transient/upchirp_stim.wav
18.145	0	2	18145	up-chirp	transient/upchirp_stim.wav
19.376	0	2	19376	up-chirp	transient/upchirp_stim.wav
20.584	0	2	20584	up-chirp	transient/upchirp_stim.wav
21.722	0	2	21722	up-chirp	transient/upchirp_stim.wav
23.0	0	2	23000	up-chirp	transient/upchirp_stim.wav
24.162	0	2	24162	up-chirp	transient/upchirp_stim.wav
25.393	0	2	25393	up-chirp	transient/upchirp_stim.wav
26.554	0	2	26554	up-chirp	transient/upchirp_stim.wav
27.716	0	2	27716	up-chirp	transient/upchirp_stim.wav
29.017	0	2	29017	up-chirp	transient/upchirp_stim.wav
30.225	0	2	30225	up-chirp	transient/upchirp_stim.wav
31.386	0	2	31386	up-chirp	transient/upchirp_stim.wav
32.687	0	2	32687	up-chirp	transient/upchirp_stim.wav
33.988	0	2	33988	up-chirp	transient/upchirp_stim.wav
35.243	0	2	35243	up-chirp	transient/upchirp_stim.wav
36.497	0	2	36497	up-chirp	transient/upchirp_stim.wav
37.705	0	2	37705	up-chirp	transient/upchirp_stim.wav
38.867	0	2	38867	up-chirp	transient/upchirp_stim.wav
40.075	0	2	40075	up-chirp	transient/upchirp_stim.wav
41.236	0	2	41236	up-chirp	transient/upchirp_stim.wav
42.352	0	2	42352	up-chirp	transient/upchirp_stim.wav
43.676	0	2	43676	up-chirp	transient/upchirp_stim.wav
44.814	0	2	44814	up-chirp	transient/upchirp_stim.wav
46.092	0	2	46092	up-chirp	transient/upchirp_stim.wav
47.416	0	2	47416	up-chirp	transient/upchirp_stim.wav
48.578	0	2	48578	up-chirp	transient/upchirp_stim.wav
49.809	0	2	49809	up-chirp	transient/upchirp_stim.wav
50.924	0	2	50924	up-chirp	transient/upchirp_stim.wav
52.132	0	2	52132	up-chirp	transient/upchirp_stim.wav
53.433	0	2	53433	up-chirp	transient/upchirp_stim.wav
54.641	0	2	54641	up-chirp	transient/upchirp_stim.wav
55.919	0	2	55919	up-chirp	transient/upchirp_stim.wav
57.08	0	2	57080	up-chirp	transient/upchirp_stim.wav
58.265	0	2	58265	up-chirp	transient/upchirp_stim.wav
59.473	0	2	59473	up-chirp	transient/upchirp_stim.wav
60.727	0	2	60727	up-chirp	transient/upchirp_stim.wav
62.005	0	2	62005	up-chirp	transient/upchirp_stim.wav
63.144	0	2	63144	up-chirp	transient/upchirp_stim.wav
64.282	0	2	64282	up-chirp	transient/upchirp_stim.wav
65.56	0	2	65560	up-chirp	transient/upchirp_stim.wav
66.814	0	2	66814	up-chirp	transient/upchirp_stim.wav
67.976	0	2	67976	up-chirp	transient/upchirp_stim.wav
69.184	0	2	69184	up-chirp	transient/upchirp_stim.wav
70.415	0	2	70415	up-chirp	transient/upchirp_stim.wav
71.716	0	2	71716	up-chirp	transient/upchirp_stim.wav
73.017	0	2	73017	up-chirp	transient/upchirp_stim.wav
74.178	0	2	74178	up-chirp	transient/upchirp_stim.wav
75.41	0	2	75410	up-chirp	transient/upchirp_stim.wav
76.594	0	2	76594	up-chirp	transient/upchirp_stim.wav
77.919	0	2	77919	up-chirp	transient/upchirp_stim.wav
85.002	1	1	85002	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
86.003	1	1	86003	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
87.003	1	1	87003	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
88.004	1	1	88004	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
89.004	1	1	89004	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
90.005	1	1	90005	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
91.005	1	1	91005	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
92.006	1	1	92006	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
93.006	1	1	93006	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
94.007	1	1	94007	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
95.007	1	1	95007	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
96.008	1	1	96008	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
97.008	1	1	97008	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
98.009	1	1	98009	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
99.009	1	1	99009	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
100.01	1	1	100010	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
101.01	1	1	101010	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
102.011	1	1	102011	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
103.011	1	1	103011	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
104.012	1	1	104012	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
105.012	1	1	105012	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
106.013	1	1	106013	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
107.013	1	1	107013	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
