onset	duration	value	sample	trial_type	stim_file
6.419	0	2	6419	up-chirp	transient/upchirp_stim.wav
7.581	0	2	7581	up-chirp	transient/upchirp_stim.wav
8.719	0	2	8719	up-chirp	transient/upchirp_stim.wav
9.973	0	2	9973	up-chirp	transient/upchirp_stim.wav
11.274	0	2	11274	up-chirp	transient/upchirp_stim.wav
12.436	0	2	12436	up-chirp	transient/upchirp_stim.wav
13.597	0	2	13597	up-chirp	transient/upchirp_stim.wav
14.829	0	2	14829	up-chirp	transient/upchirp_stim.wav
15.99	0	2	15990	up-chirp	transient/upchirp_stim.wav
17.221	0	2	17221	up-chirp	transient/upchirp_stim.wav
18.406	0	2	18406	up-chirp	transient/upchirp_stim.wav
19.661	0	2	19661	up-chirp	transient/upchirp_stim.wav
20.869	0	2	20869	up-chirp	transient/upchirp_stim.wav
22.123	0	2	22123	up-chirp	transient/upchirp_stim.wav
23.378	0	2	23378	up-chirp	transient/upchirp_stim.wav
24.586	0	2	24586	up-chirp	transient/upchirp_stim.wav
25.794	0	2	25794	up-chirp	transient/upchirp_stim.wav
27.118	0	2	27118	up-chirp	transient/upchirp_stim.wav
28.256	0	2	28256	up-chirp	transient/upchirp_stim.wav
29.441	0	2	29441	up-chirp	transient/upchirp_stim.wav
30.556	0	2	30556	up-chirp	transient/upchirp_stim.wav
31.671	0	2	31671	up-chirp	transient/upchirp_stim.wav
32.833	0	2	32833	up-chirp	transient/upchirp_stim.wav
34.041	0	2	34041	up-chirp	transient/upchirp_stim.wav
35.272	0	2	35272	up-chirp	transient/upchirp_stim.wav
36.41	0	2	36410	up-chirp	transient/upchirp_stim.wav
37.572	0	2	37572	up-chirp	transient/upchirp_stim.wav
38.78	0	2	38780	up-chirp	transient/upchirp_stim.wav
40.035	0	2	40035	up-chirp	transient/upchirp_stim.wav
41.312	0	2	41312	up-chirp	transient/upchirp_stim.wav
42.497	0	2	42497	up-chirp	transient/upchirp_stim.wav
43.775	0	2	43775	up-chirp	transient/upchirp_stim.wav
44.936	0	2	44936	up-chirp	transient/upchirp_stim.wav
46.191	0	2	46191	up-chirp	transient/upchirp_stim.wav
47.399	0	2	47399	up-chirp	transient/upchirp_stim.wav
48.607	0	2	48607	up-chirp	transient/upchirp_stim.wav
49.815	0	2	49815	up-chirp	transient/upchirp_stim.wav
50.976	0	2	50976	up-chirp	transient/upchirp_stim.wav
52.184	0	2	52184	up-chirp	transient/upchirp_stim.wav
53.439	0	2	53439	up-chirp	transient/upchirp_stim.wav
54.601	0	2	54601	up-chirp	transient/upchirp_stim.wav
55.809	0	2	55809	up-chirp	transient/upchirp_stim.wav
57.109	0	2	57109	up-chirp	transient/upchirp_stim.wav
58.294	0	2	58294	up-chirp	transient/upchirp_stim.wav
59.549	0	2	59549	up-chirp	transient/upchirp_stim.wav
60.71	0	2	60710	up-chirp	transient/upchirp_stim.wav
61.895	0	2	61895	up-chirp	transient/upchirp_stim.wav
63.057	0	2	63057	up-chirp	transient/upchirp_stim.wav
64.195	0	2	64195	up-chirp	transient/upchirp_stim.wav
65.473	0	2	65473	up-chirp	transient/upchirp_stim.wav
66.704	0	2	66704	up-chirp	transient/upchirp_stim.wav
67.819	0	2	67819	up-chirp	transient/upchirp_stim.wav
69.027	0	2	69027	up-chirp	transient/upchirp_stim.wav
70.235	0	2	70235	up-chirp	transient/upchirp_stim.wav
71.466	0	2	71466	up-chirp	transient/upchirp_stim.wav
72.698	0	2	72698	up-chirp	transient/upchirp_stim.wav
73.836	0	2	73836	up-chirp	transient/upchirp_stim.wav
74.998	0	2	74998	up-chirp	transient/upchirp_stim.wav
76.252	0	2	76252	up-chirp	transient/upchirp_stim.wav
77.483	0	2	77483	up-chirp	transient/upchirp_stim.wav
84.491	1	1	84491	audiobook 1s	audiobooks/task-audiobook2_run-01_stim.wav
85.492	1	1	85492	audiobook 1s	audiobooks/task-audiobook2_run-01_stim.wav
