onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
66.729	1.97	65	66729	olsa: list: 21 / sentence: 5	-5.6	60.0	olsa/sentences/76600.wav	Thomas hat zwei grosse Blumen.
69.772	2.192	62	69772	olsa: list: 21 / sentence: 2	-5.6	60.0	olsa/sentences/90013.wav	Nina bekommt drei kleine Bilder.
73.025	2.114	86	73025	olsa: list: 25 / sentence: 6	-4.0	80.0	olsa/sentences/34994.wav	Ulrich schenkt elf weisse Dosen.
76.208	2.008	82	76208	olsa: list: 25 / sentence: 2	-4.0	80.0	olsa/sentences/86800.wav	Doris hat zwoelf grosse Blumen.
79.413	2.145	35	79413	olsa: list: 10 / sentence: 15	-7.0	40.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
82.596	2.05	8	82596	olsa: list: 5 / sentence: 8	-8.6	20.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
85.779	2.145	95	85779	olsa: list: 25 / sentence: 15	-4.0	80.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
89.078	2.196	119	89078	olsa: list: 30 / sentence: 19	-1.4	95.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
92.423	2.565	36	92423	olsa: list: 10 / sentence: 16	-7.0	40.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
96.163	2.081	108	96163	olsa: list: 30 / sentence: 8	-1.4	95.0	olsa/sentences/94067.wav	Nina schenkt drei teure Schuhe.
99.253	2.002	4	99253	olsa: list: 5 / sentence: 4	-8.6	20.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
102.436	2.097	77	102436	olsa: list: 21 / sentence: 17	-5.6	60.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
105.641	2.137	81	105641	olsa: list: 25 / sentence: 1	-4.0	80.0	olsa/sentences/23081.wav	Tanja gibt drei rote Tassen.
108.847	2.396	104	108847	olsa: list: 30 / sentence: 4	-1.4	95.0	olsa/sentences/67850.wav	Stefan gewann zwoelf gruene Blumen.
112.402	2.043	50	112402	olsa: list: 14 / sentence: 10	-6.3	50.0	olsa/sentences/78835.wav	Thomas nahm zwoelf nasse Sessel.
115.608	2.362	11	115608	olsa: list: 5 / sentence: 11	-8.6	20.0	olsa/sentences/61793.wav	Stefan sieht achtzehn weisse Bilder.
119.139	2.294	30	119139	olsa: list: 10 / sentence: 10	-7.0	40.0	olsa/sentences/45923.wav	Britta verleiht elf alte Bilder.
122.647	1.938	100	122647	olsa: list: 25 / sentence: 20	-4.0	80.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
125.713	2.097	37	125713	olsa: list: 10 / sentence: 17	-7.0	40.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
128.966	2.155	67	128966	olsa: list: 21 / sentence: 7	-5.6	60.0	olsa/sentences/23448.wav	Tanja gibt vier schwere Steine.
132.195	1.832	89	132195	olsa: list: 25 / sentence: 9	-4.0	80.0	olsa/sentences/09216.wav	Peter malt sieben kleine Messer.
135.099	2.766	83	135099	olsa: list: 25 / sentence: 3	-4.0	80.0	olsa/sentences/70762.wav	Thomas bekommt achtzehn teure Autos.
139.071	2.565	116	139071	olsa: list: 30 / sentence: 16	-1.4	95.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
142.765	1.946	18	142765	olsa: list: 5 / sentence: 18	-8.6	20.0	olsa/sentences/76802.wav	Thomas hat zwoelf grosse Autos.
145.739	1.941	91	145739	olsa: list: 25 / sentence: 11	-4.0	80.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
148.735	2.196	79	148735	olsa: list: 21 / sentence: 19	-5.6	60.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
152.104	1.941	111	152104	olsa: list: 30 / sentence: 11	-1.4	95.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
155.194	2.097	117	155194	olsa: list: 30 / sentence: 17	-1.4	95.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
158.353	2.023	68	158353	olsa: list: 21 / sentence: 8	-5.6	60.0	olsa/sentences/68271.wav	Stefan nahm sieben schoene Tassen.
161.536	2.05	118	161536	olsa: list: 30 / sentence: 18	-1.4	95.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
164.602	2.193	48	164602	olsa: list: 14 / sentence: 8	-6.3	50.0	olsa/sentences/63558.wav	Stefan gibt fuenf gruene Steine.
168.017	2.142	3	168017	olsa: list: 5 / sentence: 3	-8.6	20.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
171.339	2.162	19	171339	olsa: list: 5 / sentence: 19	-8.6	20.0	olsa/sentences/18314.wav	Kerstin nahm acht kleine Dosen.
174.661	2.05	98	174661	olsa: list: 25 / sentence: 18	-4.0	80.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
177.914	2.26	22	177914	olsa: list: 10 / sentence: 2	-7.0	40.0	olsa/sentences/70287.wav	Thomas bekommt sieben rote Schuhe.
181.189	2.132	14	181189	olsa: list: 5 / sentence: 14	-8.6	20.0	olsa/sentences/33980.wav	Ulrich gibt elf rote Blumen.
184.419	2.002	74	184419	olsa: list: 21 / sentence: 14	-5.6	60.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
187.485	1.941	51	187485	olsa: list: 14 / sentence: 11	-6.3	50.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
190.482	2.22	45	190482	olsa: list: 14 / sentence: 5	-6.3	50.0	olsa/sentences/82009.wav	Doris kauft drei grosse Ringe.
193.874	2.142	73	193874	olsa: list: 21 / sentence: 13	-5.6	60.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
197.08	2.222	103	197080	olsa: list: 30 / sentence: 3	-1.4	95.0	olsa/sentences/39994.wav	Ulrich malt elf weisse Dosen.
200.471	2.29	87	200471	olsa: list: 25 / sentence: 7	-4.0	80.0	olsa/sentences/18348.wav	Kerstin nahm acht schwere Steine.
203.933	2.097	97	203933	olsa: list: 25 / sentence: 17	-4.0	80.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
207.069	2.196	99	207069	olsa: list: 25 / sentence: 19	-4.0	80.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
210.298	1.938	10	210298	olsa: list: 5 / sentence: 10	-8.6	20.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
213.434	1.987	29	213434	olsa: list: 10 / sentence: 9	-7.0	40.0	olsa/sentences/36514.wav	Ulrich hat fuenf kleine Dosen.
216.454	2.482	25	216454	olsa: list: 10 / sentence: 5	-7.0	40.0	olsa/sentences/54841.wav	Wolfgang schenkt zwoelf schwere Tassen.
219.939	2.565	76	219939	olsa: list: 21 / sentence: 16	-5.6	60.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
223.703	2.287	101	223703	olsa: list: 30 / sentence: 1	-1.4	95.0	olsa/sentences/80338.wav	Doris bekommt acht nasse Steine.
227.048	2.565	56	227048	olsa: list: 14 / sentence: 16	-6.3	50.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
230.788	2.131	21	230788	olsa: list: 10 / sentence: 1	-7.0	40.0	olsa/sentences/69009.wav	Stefan malt drei grosse Ringe.
233.994	2.385	105	233994	olsa: list: 30 / sentence: 5	-1.4	95.0	olsa/sentences/51779.wav	Wolfgang sieht achtzehn schoene Ringe.
237.432	2.142	113	237432	olsa: list: 30 / sentence: 13	-1.4	95.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
240.638	2.438	106	240638	olsa: list: 30 / sentence: 6	-1.4	95.0	olsa/sentences/72141.wav	Thomas kauft neun schwere Tassen.
244.262	2.091	24	244262	olsa: list: 10 / sentence: 4	-7.0	40.0	olsa/sentences/93692.wav	Nina gibt zwei weisse Autos.
247.538	2.145	5	247538	olsa: list: 5 / sentence: 5	-8.6	20.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
250.86	2.206	102	250860	olsa: list: 30 / sentence: 2	-1.4	95.0	olsa/sentences/43285.wav	Britta gibt sieben rote Sessel.
254.252	2.193	84	254252	olsa: list: 25 / sentence: 4	-4.0	80.0	olsa/sentences/51437.wav	Wolfgang sieht vier nasse Schuhe.
257.458	2.411	28	257458	olsa: list: 10 / sentence: 8	-7.0	40.0	olsa/sentences/87470.wav	Doris gewann vier schoene Blumen.
261.012	2.441	26	261012	olsa: list: 10 / sentence: 6	-7.0	40.0	olsa/sentences/11755.wav	Kerstin sieht achtzehn gruene Sessel.
264.659	2.002	114	264659	olsa: list: 30 / sentence: 14	-1.4	95.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
267.702	2.411	47	267702	olsa: list: 14 / sentence: 7	-6.3	50.0	olsa/sentences/10681.wav	Kerstin bekommt zwei rote Tassen.
271.303	2.292	46	271303	olsa: list: 14 / sentence: 6	-6.3	50.0	olsa/sentences/51417.wav	Wolfgang sieht vier kleine Schuhe.
274.625	2.118	13	274625	olsa: list: 5 / sentence: 13	-8.6	20.0	olsa/sentences/89135.wav	Doris malt neun nasse Sessel.
277.878	2.565	96	277878	olsa: list: 25 / sentence: 16	-4.0	80.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
281.525	1.804	44	281525	olsa: list: 14 / sentence: 4	-6.3	50.0	olsa/sentences/46393.wav	Britta hat acht weisse Bilder.
284.522	1.846	63	284522	olsa: list: 21 / sentence: 3	-5.6	60.0	olsa/sentences/44529.wav	Britta schenkt fuenf alte Ringe.
287.379	2.142	93	287379	olsa: list: 25 / sentence: 13	-4.0	80.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
290.678	2.031	17	290678	olsa: list: 5 / sentence: 17	-8.6	20.0	olsa/sentences/47048.wav	Britta gewann drei schwere Steine.
293.884	2.002	54	293884	olsa: list: 14 / sentence: 14	-6.3	50.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
296.904	1.938	120	296904	olsa: list: 30 / sentence: 20	-1.4	95.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
299.854	2.052	16	299854	olsa: list: 5 / sentence: 16	-8.6	20.0	olsa/sentences/00456.wav	Peter bekommt vier gruene Messer.
302.944	2.108	27	302944	olsa: list: 10 / sentence: 7	-7.0	40.0	olsa/sentences/08168.wav	Peter nahm neun teure Steine.
306.173	2.392	12	306173	olsa: list: 5 / sentence: 12	-8.6	20.0	olsa/sentences/52277.wav	Wolfgang kauft sieben schoene Schuhe.
309.681	1.938	80	309681	olsa: list: 21 / sentence: 20	-5.6	60.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
312.725	2.097	57	312725	olsa: list: 14 / sentence: 17	-6.3	50.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
315.838	1.786	107	315838	olsa: list: 30 / sentence: 7	-1.4	95.0	olsa/sentences/26626.wav	Tanja hat zwei alte Messer.
318.788	2.578	70	318788	olsa: list: 21 / sentence: 10	-5.6	60.0	olsa/sentences/15952.wav	Kerstin verleiht elf gruene Autos.
322.435	2.305	64	322435	olsa: list: 21 / sentence: 4	-5.6	60.0	olsa/sentences/02737.wav	Peter kauft achtzehn nasse Schuhe.
325.873	2.05	38	325873	olsa: list: 10 / sentence: 18	-7.0	40.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
329.033	2.05	78	329033	olsa: list: 21 / sentence: 18	-5.6	60.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
332.192	2.196	9	332192	olsa: list: 5 / sentence: 9	-8.6	20.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
335.538	2.142	33	335538	olsa: list: 10 / sentence: 13	-7.0	40.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
338.86	2.549	32	338860	olsa: list: 10 / sentence: 12	-7.0	40.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
342.53	2.05	58	342530	olsa: list: 14 / sentence: 18	-6.3	50.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
345.783	2.002	94	345783	olsa: list: 25 / sentence: 14	-4.0	80.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
348.826	2.196	39	348826	olsa: list: 10 / sentence: 19	-7.0	40.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
352.218	2.287	15	352218	olsa: list: 5 / sentence: 15	-8.6	20.0	olsa/sentences/95569.wav	Nina verleiht fuenf teure Ringe.
355.54	2.549	112	355540	olsa: list: 30 / sentence: 12	-1.4	95.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
359.141	2.213	69	359141	olsa: list: 21 / sentence: 9	-5.6	60.0	olsa/sentences/89364.wav	Doris malt acht teure Dosen.
362.486	2.142	53	362486	olsa: list: 14 / sentence: 13	-6.3	50.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
365.692	2.145	75	365692	olsa: list: 21 / sentence: 15	-5.6	60.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
368.967	2.565	6	368967	olsa: list: 5 / sentence: 6	-8.6	20.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
372.661	2.549	92	372661	olsa: list: 25 / sentence: 12	-4.0	80.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
376.262	2.015	90	376262	olsa: list: 25 / sentence: 10	-4.0	80.0	olsa/sentences/47173.wav	Britta gewann neun schoene Bilder.
379.282	2.002	34	379282	olsa: list: 10 / sentence: 14	-7.0	40.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
382.465	2.097	7	382465	olsa: list: 5 / sentence: 7	-8.6	20.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
385.624	2.427	85	385624	olsa: list: 25 / sentence: 5	-4.0	80.0	olsa/sentences/65555.wav	Stefan verleiht fuenf gruene Sessel.
389.202	1.941	1	389202	olsa: list: 5 / sentence: 1	-8.6	20.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
392.338	1.941	31	392338	olsa: list: 10 / sentence: 11	-7.0	40.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
395.404	2.522	42	395404	olsa: list: 14 / sentence: 2	-6.3	50.0	olsa/sentences/29744.wav	Tanja malt achtzehn schwere Dosen.
398.959	2.549	2	398959	olsa: list: 5 / sentence: 2	-8.6	20.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
402.676	1.938	40	402676	olsa: list: 10 / sentence: 20	-7.0	40.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
