onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
10.077	2.268	110	10077	olsa: list: 30 / sentence: 10	-3.0	95.0	olsa/sentences/18502.wav	Kerstin nahm fuenf grosse Autos.
13.469	2.438	106	13469	olsa: list: 30 / sentence: 6	-3.0	95.0	olsa/sentences/72141.wav	Thomas kauft neun schwere Tassen.
16.977	2.05	8	16977	olsa: list: 5 / sentence: 8	-10.2	20.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
20.159	1.946	18	20159	olsa: list: 5 / sentence: 18	-10.2	20.0	olsa/sentences/76802.wav	Thomas hat zwoelf grosse Autos.
23.203	2.213	69	23203	olsa: list: 21 / sentence: 9	-7.2	60.0	olsa/sentences/89364.wav	Doris malt acht teure Dosen.
26.501	2.222	103	26501	olsa: list: 30 / sentence: 3	-3.0	95.0	olsa/sentences/39994.wav	Ulrich malt elf weisse Dosen.
29.8	2.565	6	29800	olsa: list: 5 / sentence: 6	-10.2	20.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
33.517	1.846	63	33517	olsa: list: 21 / sentence: 3	-7.2	60.0	olsa/sentences/44529.wav	Britta schenkt fuenf alte Ringe.
36.398	2.32	66	36398	olsa: list: 21 / sentence: 6	-7.2	60.0	olsa/sentences/51195.wav	Wolfgang sieht neun weisse Sessel.
39.883	2.05	58	39883	olsa: list: 14 / sentence: 18	-7.9	50.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
43.019	2.142	33	43019	olsa: list: 10 / sentence: 13	-8.6	40.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
46.202	2.362	11	46202	olsa: list: 5 / sentence: 11	-10.2	20.0	olsa/sentences/61793.wav	Stefan sieht achtzehn weisse Bilder.
49.616	2.05	78	49616	olsa: list: 21 / sentence: 18	-7.2	60.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
52.706	2.002	54	52706	olsa: list: 14 / sentence: 14	-7.9	50.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
55.842	2.05	98	55842	olsa: list: 25 / sentence: 18	-5.6	80.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
59.095	2.565	116	59095	olsa: list: 30 / sentence: 16	-3.0	95.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
62.742	2.05	118	62742	olsa: list: 30 / sentence: 18	-3.0	95.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
65.995	2.132	14	65995	olsa: list: 5 / sentence: 14	-10.2	20.0	olsa/sentences/33980.wav	Ulrich gibt elf rote Blumen.
69.247	2.015	90	69247	olsa: list: 25 / sentence: 10	-5.6	80.0	olsa/sentences/47173.wav	Britta gewann neun schoene Bilder.
72.453	2.162	19	72453	olsa: list: 5 / sentence: 19	-10.2	20.0	olsa/sentences/18314.wav	Kerstin nahm acht kleine Dosen.
75.821	2.097	7	75821	olsa: list: 5 / sentence: 7	-10.2	20.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
78.981	2.482	25	78981	olsa: list: 10 / sentence: 5	-8.6	40.0	olsa/sentences/54841.wav	Wolfgang schenkt zwoelf schwere Tassen.
82.558	2.002	114	82558	olsa: list: 30 / sentence: 14	-3.0	95.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
85.625	2.196	9	85625	olsa: list: 5 / sentence: 9	-10.2	20.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
88.993	2.097	77	88993	olsa: list: 21 / sentence: 17	-7.2	60.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
92.292	2.081	108	92292	olsa: list: 30 / sentence: 8	-3.0	95.0	olsa/sentences/94067.wav	Nina schenkt drei teure Schuhe.
95.428	2.565	56	95428	olsa: list: 14 / sentence: 16	-7.9	50.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
99.029	1.941	111	99029	olsa: list: 30 / sentence: 11	-3.0	95.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
102.073	2.002	34	102073	olsa: list: 10 / sentence: 14	-8.6	40.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
105.139	2.29	87	105139	olsa: list: 25 / sentence: 7	-5.6	80.0	olsa/sentences/18348.wav	Kerstin nahm acht schwere Steine.
108.531	2.145	115	108531	olsa: list: 30 / sentence: 15	-3.0	95.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
111.714	2.031	17	111714	olsa: list: 5 / sentence: 17	-10.2	20.0	olsa/sentences/47048.wav	Britta gewann drei schwere Steine.
114.943	1.804	44	114943	olsa: list: 14 / sentence: 4	-7.9	50.0	olsa/sentences/46393.wav	Britta hat acht weisse Bilder.
117.777	2.023	68	117777	olsa: list: 21 / sentence: 8	-7.2	60.0	olsa/sentences/68271.wav	Stefan nahm sieben schoene Tassen.
120.89	2.206	102	120890	olsa: list: 30 / sentence: 2	-3.0	95.0	olsa/sentences/43285.wav	Britta gibt sieben rote Sessel.
124.189	2.411	28	124189	olsa: list: 10 / sentence: 8	-8.6	40.0	olsa/sentences/87470.wav	Doris gewann vier schoene Blumen.
127.72	2.131	21	127720	olsa: list: 10 / sentence: 1	-8.6	40.0	olsa/sentences/69009.wav	Stefan malt drei grosse Ringe.
130.972	2.522	42	130972	olsa: list: 14 / sentence: 2	-7.9	50.0	olsa/sentences/29744.wav	Tanja malt achtzehn schwere Dosen.
134.573	2.578	70	134573	olsa: list: 21 / sentence: 10	-7.2	60.0	olsa/sentences/15952.wav	Kerstin verleiht elf gruene Autos.
138.313	2.145	55	138313	olsa: list: 14 / sentence: 15	-7.9	50.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
141.496	2.05	38	141496	olsa: list: 10 / sentence: 18	-8.6	40.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
144.609	1.938	10	144609	olsa: list: 5 / sentence: 10	-10.2	20.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
147.606	1.941	51	147606	olsa: list: 14 / sentence: 11	-7.9	50.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
150.649	2.565	36	150649	olsa: list: 10 / sentence: 16	-8.6	40.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
154.343	2.196	79	154343	olsa: list: 21 / sentence: 19	-7.2	60.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
157.735	2.077	61	157735	olsa: list: 21 / sentence: 1	-7.2	60.0	olsa/sentences/37886.wav	Ulrich gewann zwoelf rote Messer.
160.987	1.941	1	160987	olsa: list: 5 / sentence: 1	-10.2	20.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
163.984	2.105	88	163984	olsa: list: 25 / sentence: 8	-5.6	80.0	olsa/sentences/92629.wav	Nina kauft zwei alte Ringe.
167.097	2.385	105	167097	olsa: list: 30 / sentence: 5	-3.0	95.0	olsa/sentences/51779.wav	Wolfgang sieht achtzehn schoene Ringe.
170.651	2.002	94	170651	olsa: list: 25 / sentence: 14	-5.6	80.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
173.671	2.097	117	173671	olsa: list: 30 / sentence: 17	-3.0	95.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
176.807	2.565	96	176807	olsa: list: 25 / sentence: 16	-5.6	80.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
180.501	2.097	37	180501	olsa: list: 10 / sentence: 17	-8.6	40.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
183.661	1.941	91	183661	olsa: list: 25 / sentence: 11	-5.6	80.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
186.704	2.292	46	186704	olsa: list: 14 / sentence: 6	-7.9	50.0	olsa/sentences/51417.wav	Wolfgang sieht vier kleine Schuhe.
190.165	2.114	86	190165	olsa: list: 25 / sentence: 6	-5.6	80.0	olsa/sentences/34994.wav	Ulrich schenkt elf weisse Dosen.
193.325	2.392	12	193325	olsa: list: 5 / sentence: 12	-10.2	20.0	olsa/sentences/52277.wav	Wolfgang kauft sieben schoene Schuhe.
196.833	2.108	27	196833	olsa: list: 10 / sentence: 7	-8.6	40.0	olsa/sentences/08168.wav	Peter nahm neun teure Steine.
200.085	1.883	49	200085	olsa: list: 14 / sentence: 9	-7.9	50.0	olsa/sentences/34226.wav	Ulrich schenkt sieben alte Messer.
203.035	2.052	16	203035	olsa: list: 5 / sentence: 16	-10.2	20.0	olsa/sentences/00456.wav	Peter bekommt vier gruene Messer.
206.265	1.786	107	206265	olsa: list: 30 / sentence: 7	-3.0	95.0	olsa/sentences/26626.wav	Tanja hat zwei alte Messer.
209.215	2.091	24	209215	olsa: list: 10 / sentence: 4	-8.6	40.0	olsa/sentences/93692.wav	Nina gibt zwei weisse Autos.
212.398	1.832	89	212398	olsa: list: 25 / sentence: 9	-5.6	80.0	olsa/sentences/09216.wav	Peter malt sieben kleine Messer.
215.325	2.532	41	215325	olsa: list: 14 / sentence: 1	-7.9	50.0	olsa/sentences/95162.wav	Nina verleiht neun teure Autos.
218.949	2.22	45	218949	olsa: list: 14 / sentence: 5	-7.9	50.0	olsa/sentences/82009.wav	Doris kauft drei grosse Ringe.
222.178	2.145	95	222178	olsa: list: 25 / sentence: 15	-5.6	80.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
225.361	2.396	104	225361	olsa: list: 30 / sentence: 4	-3.0	95.0	olsa/sentences/67850.wav	Stefan gewann zwoelf gruene Blumen.
228.845	2.145	75	228845	olsa: list: 21 / sentence: 15	-7.2	60.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
232.214	1.938	100	232214	olsa: list: 25 / sentence: 20	-5.6	80.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
235.28	1.941	71	235280	olsa: list: 21 / sentence: 11	-7.2	60.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
238.44	2.26	22	238440	olsa: list: 10 / sentence: 2	-8.6	40.0	olsa/sentences/70287.wav	Thomas bekommt sieben rote Schuhe.
241.855	2.002	74	241855	olsa: list: 21 / sentence: 14	-7.2	60.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
244.875	2.411	47	244875	olsa: list: 14 / sentence: 7	-7.9	50.0	olsa/sentences/10681.wav	Kerstin bekommt zwei rote Tassen.
248.29	2.196	119	248290	olsa: list: 30 / sentence: 19	-3.0	95.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
251.658	2.192	62	251658	olsa: list: 21 / sentence: 2	-7.2	60.0	olsa/sentences/90013.wav	Nina bekommt drei kleine Bilder.
255.004	2.142	3	255004	olsa: list: 5 / sentence: 3	-10.2	20.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
258.233	2.142	113	258233	olsa: list: 30 / sentence: 13	-3.0	95.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
261.532	2.137	81	261532	olsa: list: 25 / sentence: 1	-5.6	80.0	olsa/sentences/23081.wav	Tanja gibt drei rote Tassen.
264.854	2.235	20	264854	olsa: list: 5 / sentence: 20	-10.2	20.0	olsa/sentences/24621.wav	Tanja schenkt zwei alte Tassen.
268.222	2.196	59	268222	olsa: list: 14 / sentence: 19	-7.9	50.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
271.475	2.287	15	271475	olsa: list: 5 / sentence: 15	-10.2	20.0	olsa/sentences/95569.wav	Nina verleiht fuenf teure Ringe.
274.866	2.217	109	274866	olsa: list: 30 / sentence: 9	-3.0	95.0	olsa/sentences/05413.wav	Peter verleiht vier kleine Bilder.
278.188	2.549	2	278188	olsa: list: 5 / sentence: 2	-10.2	20.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
281.789	2.549	92	281789	olsa: list: 25 / sentence: 12	-5.6	80.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
285.46	2.008	82	285460	olsa: list: 25 / sentence: 2	-5.6	80.0	olsa/sentences/86800.wav	Doris hat zwoelf grosse Blumen.
288.666	2.305	64	288666	olsa: list: 21 / sentence: 4	-7.2	60.0	olsa/sentences/02737.wav	Peter kauft achtzehn nasse Schuhe.
292.15	2.155	67	292150	olsa: list: 21 / sentence: 7	-7.2	60.0	olsa/sentences/23448.wav	Tanja gibt vier schwere Steine.
295.333	2.142	53	295333	olsa: list: 14 / sentence: 13	-7.9	50.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
