onset	duration	value	sample	trial_type	stim_file
6.515	0	2	6515	up-chirp	transient/upchirp_stim.wav
7.746	0	2	7746	up-chirp	transient/upchirp_stim.wav
8.931	0	2	8931	up-chirp	transient/upchirp_stim.wav
10.232	0	2	10232	up-chirp	transient/upchirp_stim.wav
11.37	0	2	11370	up-chirp	transient/upchirp_stim.wav
12.625	0	2	12625	up-chirp	transient/upchirp_stim.wav
13.856	0	2	13856	up-chirp	transient/upchirp_stim.wav
15.134	0	2	15134	up-chirp	transient/upchirp_stim.wav
16.295	0	2	16295	up-chirp	transient/upchirp_stim.wav
17.48	0	2	17480	up-chirp	transient/upchirp_stim.wav
18.735	0	2	18735	up-chirp	transient/upchirp_stim.wav
19.989	0	2	19989	up-chirp	transient/upchirp_stim.wav
21.104	0	2	21104	up-chirp	transient/upchirp_stim.wav
22.359	0	2	22359	up-chirp	transient/upchirp_stim.wav
23.59	0	2	23590	up-chirp	transient/upchirp_stim.wav
24.821	0	2	24821	up-chirp	transient/upchirp_stim.wav
25.96	0	2	25960	up-chirp	transient/upchirp_stim.wav
27.214	0	2	27214	up-chirp	transient/upchirp_stim.wav
28.399	0	2	28399	up-chirp	transient/upchirp_stim.wav
29.56	0	2	29560	up-chirp	transient/upchirp_stim.wav
30.745	0	2	30745	up-chirp	transient/upchirp_stim.wav
32.023	0	2	32023	up-chirp	transient/upchirp_stim.wav
33.161	0	2	33161	up-chirp	transient/upchirp_stim.wav
34.439	0	2	34439	up-chirp	transient/upchirp_stim.wav
35.693	0	2	35693	up-chirp	transient/upchirp_stim.wav
36.901	0	2	36901	up-chirp	transient/upchirp_stim.wav
38.179	0	2	38179	up-chirp	transient/upchirp_stim.wav
39.41	0	2	39410	up-chirp	transient/upchirp_stim.wav
40.711	0	2	40711	up-chirp	transient/upchirp_stim.wav
42.036	0	2	42036	up-chirp	transient/upchirp_stim.wav
43.197	0	2	43197	up-chirp	transient/upchirp_stim.wav
44.382	0	2	44382	up-chirp	transient/upchirp_stim.wav
45.543	0	2	45543	up-chirp	transient/upchirp_stim.wav
46.775	0	2	46775	up-chirp	transient/upchirp_stim.wav
48.076	0	2	48076	up-chirp	transient/upchirp_stim.wav
49.237	0	2	49237	up-chirp	transient/upchirp_stim.wav
50.422	0	2	50422	up-chirp	transient/upchirp_stim.wav
51.584	0	2	51584	up-chirp	transient/upchirp_stim.wav
52.768	0	2	52768	up-chirp	transient/upchirp_stim.wav
54.069	0	2	54069	up-chirp	transient/upchirp_stim.wav
55.301	0	2	55301	up-chirp	transient/upchirp_stim.wav
56.602	0	2	56602	up-chirp	transient/upchirp_stim.wav
57.856	0	2	57856	up-chirp	transient/upchirp_stim.wav
59.11	0	2	59110	up-chirp	transient/upchirp_stim.wav
60.295	0	2	60295	up-chirp	transient/upchirp_stim.wav
61.573	0	2	61573	up-chirp	transient/upchirp_stim.wav
62.758	0	2	62758	up-chirp	transient/upchirp_stim.wav
63.896	0	2	63896	up-chirp	transient/upchirp_stim.wav
65.174	0	2	65174	up-chirp	transient/upchirp_stim.wav
66.312	0	2	66312	up-chirp	transient/upchirp_stim.wav
67.613	0	2	67613	up-chirp	transient/upchirp_stim.wav
68.728	0	2	68728	up-chirp	transient/upchirp_stim.wav
70.029	0	2	70029	up-chirp	transient/upchirp_stim.wav
71.284	0	2	71284	up-chirp	transient/upchirp_stim.wav
72.422	0	2	72422	up-chirp	transient/upchirp_stim.wav
73.56	0	2	73560	up-chirp	transient/upchirp_stim.wav
74.699	0	2	74699	up-chirp	transient/upchirp_stim.wav
75.907	0	2	75907	up-chirp	transient/upchirp_stim.wav
77.161	0	2	77161	up-chirp	transient/upchirp_stim.wav
78.369	0	2	78369	up-chirp	transient/upchirp_stim.wav
85.482	1	1	85482	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
86.483	1	1	86483	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
87.483	1	1	87483	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
88.484	1	1	88484	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
89.484	1	1	89484	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
90.485	1	1	90485	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
91.485	1	1	91485	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
92.485	1	1	92485	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
93.486	1	1	93486	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
94.486	1	1	94486	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
95.487	1	1	95487	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
96.487	1	1	96487	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
97.488	1	1	97488	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
98.488	1	1	98488	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
99.489	1	1	99489	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
100.489	1	1	100489	audiobook 1s	audiobooks/task-audiobook1_run-02_stim.wav
