onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
10.211	2.438	106	10211	olsa: list: 30 / sentence: 6	-1.9	95.0	olsa/sentences/72141.wav	Thomas kauft neun schwere Tassen.
13.835	1.941	111	13835	olsa: list: 30 / sentence: 11	-1.9	95.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
16.832	2.039	43	16832	olsa: list: 14 / sentence: 3	-6.8	50.0	olsa/sentences/07970.wav	Peter gewann elf schoene Blumen.
19.945	2.015	90	19945	olsa: list: 25 / sentence: 10	-4.5	80.0	olsa/sentences/47173.wav	Britta gewann neun schoene Bilder.
23.058	2.137	81	23058	olsa: list: 25 / sentence: 1	-4.5	80.0	olsa/sentences/23081.wav	Tanja gibt drei rote Tassen.
26.38	2.085	23	26380	olsa: list: 10 / sentence: 3	-7.5	40.0	olsa/sentences/22336.wav	Tanja kauft acht nasse Messer.
29.516	2.097	77	29516	olsa: list: 21 / sentence: 17	-6.1	60.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
32.792	2.196	99	32792	olsa: list: 25 / sentence: 19	-4.5	80.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
36.183	1.938	40	36183	olsa: list: 10 / sentence: 20	-7.5	40.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
39.18	2.362	11	39180	olsa: list: 5 / sentence: 11	-9.1	20.0	olsa/sentences/61793.wav	Stefan sieht achtzehn weisse Bilder.
42.665	1.941	71	42665	olsa: list: 21 / sentence: 11	-6.1	60.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
45.801	2.193	48	45801	olsa: list: 14 / sentence: 8	-6.8	50.0	olsa/sentences/63558.wav	Stefan gibt fuenf gruene Steine.
49.077	2.196	79	49077	olsa: list: 21 / sentence: 19	-6.1	60.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
52.283	2.287	101	52283	olsa: list: 30 / sentence: 1	-1.9	95.0	olsa/sentences/80338.wav	Doris bekommt acht nasse Steine.
55.605	2.145	115	55605	olsa: list: 30 / sentence: 15	-1.9	95.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
58.787	2.097	57	58787	olsa: list: 14 / sentence: 17	-6.8	50.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
62.109	2.482	25	62109	olsa: list: 10 / sentence: 5	-7.5	40.0	olsa/sentences/54841.wav	Wolfgang schenkt zwoelf schwere Tassen.
65.664	2.132	14	65664	olsa: list: 5 / sentence: 14	-9.1	20.0	olsa/sentences/33980.wav	Ulrich gibt elf rote Blumen.
69.009	2.002	54	69009	olsa: list: 14 / sentence: 14	-6.8	50.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
72.168	2.26	22	72168	olsa: list: 10 / sentence: 2	-7.5	40.0	olsa/sentences/70287.wav	Thomas bekommt sieben rote Schuhe.
75.514	2.196	39	75514	olsa: list: 10 / sentence: 19	-7.5	40.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
78.789	2.565	96	78789	olsa: list: 25 / sentence: 16	-4.5	80.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
82.483	2.077	61	82483	olsa: list: 21 / sentence: 1	-6.1	60.0	olsa/sentences/37886.wav	Ulrich gewann zwoelf rote Messer.
85.712	2.002	74	85712	olsa: list: 21 / sentence: 14	-6.1	60.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
88.895	2.578	70	88895	olsa: list: 21 / sentence: 10	-6.1	60.0	olsa/sentences/15952.wav	Kerstin verleiht elf gruene Autos.
