onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
90.956	2.023	68	90956	olsa: list: 21 / sentence: 8	-6.5	60.0	olsa/sentences/68271.wav	Stefan nahm sieben schoene Tassen.
94.138	2.22	45	94138	olsa: list: 14 / sentence: 5	-7.2	50.0	olsa/sentences/82009.wav	Doris kauft drei grosse Ringe.
97.507	2.482	25	97507	olsa: list: 10 / sentence: 5	-7.9	40.0	olsa/sentences/54841.wav	Wolfgang schenkt zwoelf schwere Tassen.
101.084	2.549	72	101084	olsa: list: 21 / sentence: 12	-6.5	60.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
104.778	1.938	10	104778	olsa: list: 5 / sentence: 10	-9.5	20.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
107.752	2.002	34	107752	olsa: list: 10 / sentence: 14	-7.9	40.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
110.934	2.411	47	110934	olsa: list: 14 / sentence: 7	-7.2	50.0	olsa/sentences/10681.wav	Kerstin bekommt zwei rote Tassen.
114.489	2.193	48	114489	olsa: list: 14 / sentence: 8	-7.2	50.0	olsa/sentences/63558.wav	Stefan gibt fuenf gruene Steine.
117.857	2.578	70	117857	olsa: list: 21 / sentence: 10	-6.5	60.0	olsa/sentences/15952.wav	Kerstin verleiht elf gruene Autos.
121.505	2.192	62	121505	olsa: list: 21 / sentence: 2	-6.5	60.0	olsa/sentences/90013.wav	Nina bekommt drei kleine Bilder.
124.71	2.522	42	124710	olsa: list: 14 / sentence: 2	-7.2	50.0	olsa/sentences/29744.wav	Tanja malt achtzehn schwere Dosen.
128.288	2.565	116	128288	olsa: list: 30 / sentence: 16	-2.3	95.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
131.912	2.565	96	131912	olsa: list: 25 / sentence: 16	-4.9	80.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
135.583	1.941	51	135583	olsa: list: 14 / sentence: 11	-7.2	50.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
138.626	2.015	90	138626	olsa: list: 25 / sentence: 10	-4.9	80.0	olsa/sentences/47173.wav	Britta gewann neun schoene Bilder.
141.809	1.941	1	141809	olsa: list: 5 / sentence: 1	-9.5	20.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
144.805	2.193	84	144805	olsa: list: 25 / sentence: 4	-4.9	80.0	olsa/sentences/51437.wav	Wolfgang sieht vier nasse Schuhe.
148.151	2.396	104	148151	olsa: list: 30 / sentence: 4	-2.3	95.0	olsa/sentences/67850.wav	Stefan gewann zwoelf gruene Blumen.
151.682	2.222	103	151682	olsa: list: 30 / sentence: 3	-2.3	95.0	olsa/sentences/39994.wav	Ulrich malt elf weisse Dosen.
155.097	1.883	49	155097	olsa: list: 14 / sentence: 9	-7.2	50.0	olsa/sentences/34226.wav	Ulrich schenkt sieben alte Messer.
158.071	2.05	98	158071	olsa: list: 25 / sentence: 18	-4.9	80.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
161.276	2.292	46	161276	olsa: list: 14 / sentence: 6	-7.2	50.0	olsa/sentences/51417.wav	Wolfgang sieht vier kleine Schuhe.
164.761	2.155	67	164761	olsa: list: 21 / sentence: 7	-6.5	60.0	olsa/sentences/23448.wav	Tanja gibt vier schwere Steine.
168.06	2.145	5	168060	olsa: list: 5 / sentence: 5	-9.5	20.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
171.382	2.287	101	171382	olsa: list: 30 / sentence: 1	-2.3	95.0	olsa/sentences/80338.wav	Doris bekommt acht nasse Steine.
174.727	1.938	100	174727	olsa: list: 25 / sentence: 20	-4.9	80.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
177.747	2.142	33	177747	olsa: list: 10 / sentence: 13	-7.9	40.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
180.953	2.05	58	180953	olsa: list: 14 / sentence: 18	-7.2	50.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
184.043	2.549	32	184043	olsa: list: 10 / sentence: 12	-7.9	40.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
187.621	2.118	13	187621	olsa: list: 5 / sentence: 13	-9.5	20.0	olsa/sentences/89135.wav	Doris malt neun nasse Sessel.
190.827	2.196	79	190827	olsa: list: 21 / sentence: 19	-6.5	60.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
194.195	2.05	118	194195	olsa: list: 30 / sentence: 18	-2.3	95.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
197.378	2.002	94	197378	olsa: list: 25 / sentence: 14	-4.9	80.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
200.56	2.002	54	200560	olsa: list: 14 / sentence: 14	-7.2	50.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
203.58	1.97	65	203580	olsa: list: 21 / sentence: 5	-6.5	60.0	olsa/sentences/76600.wav	Thomas hat zwei grosse Blumen.
206.763	1.786	107	206763	olsa: list: 30 / sentence: 7	-2.3	95.0	olsa/sentences/26626.wav	Tanja hat zwei alte Messer.
209.667	2.131	21	209667	olsa: list: 10 / sentence: 1	-7.9	40.0	olsa/sentences/69009.wav	Stefan malt drei grosse Ringe.
212.873	2.132	14	212873	olsa: list: 5 / sentence: 14	-9.5	20.0	olsa/sentences/33980.wav	Ulrich gibt elf rote Blumen.
216.172	2.002	4	216172	olsa: list: 5 / sentence: 4	-9.5	20.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
219.238	2.145	35	219238	olsa: list: 10 / sentence: 15	-7.9	40.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
222.56	1.941	71	222560	olsa: list: 21 / sentence: 11	-6.5	60.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
225.511	2.077	61	225511	olsa: list: 21 / sentence: 1	-6.5	60.0	olsa/sentences/37886.wav	Ulrich gewann zwoelf rote Messer.
228.67	2.137	81	228670	olsa: list: 25 / sentence: 1	-4.9	80.0	olsa/sentences/23081.wav	Tanja gibt drei rote Tassen.
231.876	2.29	87	231876	olsa: list: 25 / sentence: 7	-4.9	80.0	olsa/sentences/18348.wav	Kerstin nahm acht schwere Steine.
235.384	2.145	115	235384	olsa: list: 30 / sentence: 15	-2.3	95.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
238.66	1.832	89	238660	olsa: list: 25 / sentence: 9	-4.9	80.0	olsa/sentences/09216.wav	Peter malt sieben kleine Messer.
241.54	2.196	59	241540	olsa: list: 14 / sentence: 19	-7.2	50.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
244.932	2.392	12	244932	olsa: list: 5 / sentence: 12	-9.5	20.0	olsa/sentences/52277.wav	Wolfgang kauft sieben schoene Schuhe.
248.51	1.804	44	248510	olsa: list: 14 / sentence: 4	-7.2	50.0	olsa/sentences/46393.wav	Britta hat acht weisse Bilder.
251.367	2.114	86	251367	olsa: list: 25 / sentence: 6	-4.9	80.0	olsa/sentences/34994.wav	Ulrich schenkt elf weisse Dosen.
254.643	1.941	31	254643	olsa: list: 10 / sentence: 11	-7.9	40.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
257.616	2.565	76	257616	olsa: list: 21 / sentence: 16	-6.5	60.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
261.194	2.097	7	261194	olsa: list: 5 / sentence: 7	-9.5	20.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
264.307	2.142	93	264307	olsa: list: 25 / sentence: 13	-4.9	80.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
267.466	2.008	82	267466	olsa: list: 25 / sentence: 2	-4.9	80.0	olsa/sentences/86800.wav	Doris hat zwoelf grosse Blumen.
270.672	2.142	113	270672	olsa: list: 30 / sentence: 13	-2.3	95.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
273.971	2.142	73	273971	olsa: list: 21 / sentence: 13	-6.5	60.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
277.13	2.26	22	277130	olsa: list: 10 / sentence: 2	-7.9	40.0	olsa/sentences/70287.wav	Thomas bekommt sieben rote Schuhe.
280.429	2.108	27	280429	olsa: list: 10 / sentence: 7	-7.9	40.0	olsa/sentences/08168.wav	Peter nahm neun teure Steine.
283.612	2.213	69	283612	olsa: list: 21 / sentence: 9	-6.5	60.0	olsa/sentences/89364.wav	Doris malt acht teure Dosen.
286.981	2.565	56	286981	olsa: list: 14 / sentence: 16	-7.2	50.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
290.674	2.565	36	290674	olsa: list: 10 / sentence: 16	-7.9	40.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
294.391	2.294	30	294391	olsa: list: 10 / sentence: 10	-7.9	40.0	olsa/sentences/45923.wav	Britta verleiht elf alte Bilder.
297.76	2.196	119	297760	olsa: list: 30 / sentence: 19	-2.3	95.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
300.966	2.196	39	300966	olsa: list: 10 / sentence: 19	-7.9	40.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
304.357	2.549	92	304357	olsa: list: 25 / sentence: 12	-4.9	80.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
307.982	2.142	3	307982	olsa: list: 5 / sentence: 3	-9.5	20.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
311.304	1.938	60	311304	olsa: list: 14 / sentence: 20	-7.2	50.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
314.254	2.305	64	314254	olsa: list: 21 / sentence: 4	-6.5	60.0	olsa/sentences/02737.wav	Peter kauft achtzehn nasse Schuhe.
317.646	2.565	6	317646	olsa: list: 5 / sentence: 6	-9.5	20.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
321.409	1.941	111	321409	olsa: list: 30 / sentence: 11	-2.3	95.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
324.406	2.105	88	324406	olsa: list: 25 / sentence: 8	-4.9	80.0	olsa/sentences/92629.wav	Nina kauft zwei alte Ringe.
327.635	2.206	102	327635	olsa: list: 30 / sentence: 2	-2.3	95.0	olsa/sentences/43285.wav	Britta gibt sieben rote Sessel.
330.98	1.941	91	330980	olsa: list: 25 / sentence: 11	-4.9	80.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
334.024	2.145	95	334024	olsa: list: 25 / sentence: 15	-4.9	80.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
337.299	1.987	29	337299	olsa: list: 10 / sentence: 9	-7.9	40.0	olsa/sentences/36514.wav	Ulrich hat fuenf kleine Dosen.
340.319	2.05	8	340319	olsa: list: 5 / sentence: 8	-9.5	20.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
343.502	1.938	80	343502	olsa: list: 21 / sentence: 20	-6.5	60.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
346.592	2.362	11	346592	olsa: list: 5 / sentence: 11	-9.5	20.0	olsa/sentences/61793.wav	Stefan sieht achtzehn weisse Bilder.
350.123	2.268	110	350123	olsa: list: 30 / sentence: 10	-2.3	95.0	olsa/sentences/18502.wav	Kerstin nahm fuenf grosse Autos.
353.491	2.411	28	353491	olsa: list: 10 / sentence: 8	-7.9	40.0	olsa/sentences/87470.wav	Doris gewann vier schoene Blumen.
357.116	2.05	38	357116	olsa: list: 10 / sentence: 18	-7.9	40.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
360.275	2.549	52	360275	olsa: list: 14 / sentence: 12	-7.2	50.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
364.038	2.441	26	364038	olsa: list: 10 / sentence: 6	-7.9	40.0	olsa/sentences/11755.wav	Kerstin sieht achtzehn gruene Sessel.
367.546	2.766	83	367546	olsa: list: 25 / sentence: 3	-4.9	80.0	olsa/sentences/70762.wav	Thomas bekommt achtzehn teure Autos.
371.333	1.938	40	371333	olsa: list: 10 / sentence: 20	-7.9	40.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
374.4	1.938	120	374400	olsa: list: 30 / sentence: 20	-2.3	95.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
377.373	2.052	16	377373	olsa: list: 5 / sentence: 16	-9.5	20.0	olsa/sentences/00456.wav	Peter bekommt vier gruene Messer.
380.602	2.039	43	380602	olsa: list: 14 / sentence: 3	-7.2	50.0	olsa/sentences/07970.wav	Peter gewann elf schoene Blumen.
383.692	2.002	74	383692	olsa: list: 21 / sentence: 14	-6.5	60.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
386.828	2.217	109	386828	olsa: list: 30 / sentence: 9	-2.3	95.0	olsa/sentences/05413.wav	Peter verleiht vier kleine Bilder.
390.22	1.846	63	390220	olsa: list: 21 / sentence: 3	-6.5	60.0	olsa/sentences/44529.wav	Britta schenkt fuenf alte Ringe.
393.263	2.145	75	393263	olsa: list: 21 / sentence: 15	-6.5	60.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
396.539	2.031	17	396539	olsa: list: 5 / sentence: 17	-9.5	20.0	olsa/sentences/47048.wav	Britta gewann drei schwere Steine.
399.605	2.427	85	399605	olsa: list: 25 / sentence: 5	-4.9	80.0	olsa/sentences/65555.wav	Stefan verleiht fuenf gruene Sessel.
403.206	2.097	37	403206	olsa: list: 10 / sentence: 17	-7.9	40.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
