onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
10.81	2.287	101	10810	olsa: list: 30 / sentence: 1	-2.7	95.0	olsa/sentences/80338.wav	Doris bekommt acht nasse Steine.
14.318	1.938	120	14318	olsa: list: 30 / sentence: 20	-2.7	95.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
17.477	2.22	45	17477	olsa: list: 14 / sentence: 5	-7.6	50.0	olsa/sentences/82009.wav	Doris kauft drei grosse Ringe.
20.822	2.565	56	20822	olsa: list: 14 / sentence: 16	-7.6	50.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
24.493	2.213	69	24493	olsa: list: 21 / sentence: 9	-6.9	60.0	olsa/sentences/89364.wav	Doris malt acht teure Dosen.
27.768	2.145	35	27768	olsa: list: 10 / sentence: 15	-8.3	40.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
30.998	2.549	2	30998	olsa: list: 5 / sentence: 2	-9.9	20.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
34.668	1.938	10	34668	olsa: list: 5 / sentence: 10	-9.9	20.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
37.618	2.193	48	37618	olsa: list: 14 / sentence: 8	-7.6	50.0	olsa/sentences/63558.wav	Stefan gibt fuenf gruene Steine.
40.987	2.039	43	40987	olsa: list: 14 / sentence: 3	-7.6	50.0	olsa/sentences/07970.wav	Peter gewann elf schoene Blumen.
44.216	2.002	114	44216	olsa: list: 30 / sentence: 14	-2.7	95.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
47.283	1.97	65	47283	olsa: list: 21 / sentence: 5	-6.9	60.0	olsa/sentences/76600.wav	Thomas hat zwei grosse Blumen.
50.349	2.196	99	50349	olsa: list: 25 / sentence: 19	-5.3	80.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
53.578	2.142	3	53578	olsa: list: 5 / sentence: 3	-9.9	20.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
56.784	2.108	27	56784	olsa: list: 10 / sentence: 7	-8.3	40.0	olsa/sentences/08168.wav	Peter nahm neun teure Steine.
60.083	2.196	59	60083	olsa: list: 14 / sentence: 19	-7.6	50.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
63.452	2.085	23	63452	olsa: list: 10 / sentence: 3	-8.3	40.0	olsa/sentences/22336.wav	Tanja kauft acht nasse Messer.
66.565	2.411	28	66565	olsa: list: 10 / sentence: 8	-8.3	40.0	olsa/sentences/87470.wav	Doris gewann vier schoene Blumen.
70.003	2.549	52	70003	olsa: list: 14 / sentence: 12	-7.6	50.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
