onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
9.791	2.396	104	9791	olsa: list: 30 / sentence: 4	-1.3	95.0	olsa/sentences/67850.wav	Stefan gewann zwoelf gruene Blumen.
13.322	2.385	105	13322	olsa: list: 30 / sentence: 5	-1.3	95.0	olsa/sentences/51779.wav	Wolfgang sieht achtzehn schoene Ringe.
16.807	2.206	102	16807	olsa: list: 30 / sentence: 2	-1.3	95.0	olsa/sentences/43285.wav	Britta gibt sieben rote Sessel.
20.152	2.162	19	20152	olsa: list: 5 / sentence: 19	-8.5	20.0	olsa/sentences/18314.wav	Kerstin nahm acht kleine Dosen.
23.358	2.196	79	23358	olsa: list: 21 / sentence: 19	-5.5	60.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
26.703	2.766	83	26703	olsa: list: 25 / sentence: 3	-3.9	80.0	olsa/sentences/70762.wav	Thomas bekommt achtzehn teure Autos.
30.652	2.305	64	30652	olsa: list: 21 / sentence: 4	-5.5	60.0	olsa/sentences/02737.wav	Peter kauft achtzehn nasse Schuhe.
34.021	2.438	106	34021	olsa: list: 30 / sentence: 6	-1.3	95.0	olsa/sentences/72141.wav	Thomas kauft neun schwere Tassen.
37.575	2.131	21	37575	olsa: list: 10 / sentence: 1	-6.9	40.0	olsa/sentences/69009.wav	Stefan malt drei grosse Ringe.
40.828	2.193	48	40828	olsa: list: 14 / sentence: 8	-6.2	50.0	olsa/sentences/63558.wav	Stefan gibt fuenf gruene Steine.
44.057	1.832	89	44057	olsa: list: 25 / sentence: 9	-3.9	80.0	olsa/sentences/09216.wav	Peter malt sieben kleine Messer.
46.984	2.145	55	46984	olsa: list: 14 / sentence: 15	-6.2	50.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
50.19	2.32	66	50190	olsa: list: 21 / sentence: 6	-5.5	60.0	olsa/sentences/51195.wav	Wolfgang sieht neun weisse Sessel.
53.698	2.142	3	53698	olsa: list: 5 / sentence: 3	-8.5	20.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
56.95	2.222	103	56950	olsa: list: 30 / sentence: 3	-1.3	95.0	olsa/sentences/39994.wav	Ulrich malt elf weisse Dosen.
60.249	2.268	110	60249	olsa: list: 30 / sentence: 10	-1.3	95.0	olsa/sentences/18502.wav	Kerstin nahm fuenf grosse Autos.
63.571	2.002	34	63571	olsa: list: 10 / sentence: 14	-6.9	40.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
66.614	2.565	6	66614	olsa: list: 5 / sentence: 6	-8.5	20.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
70.378	1.804	44	70378	olsa: list: 14 / sentence: 4	-6.2	50.0	olsa/sentences/46393.wav	Britta hat acht weisse Bilder.
73.212	2.192	62	73212	olsa: list: 21 / sentence: 2	-5.5	60.0	olsa/sentences/90013.wav	Nina bekommt drei kleine Bilder.
76.557	2.155	67	76557	olsa: list: 21 / sentence: 7	-5.5	60.0	olsa/sentences/23448.wav	Tanja gibt vier schwere Steine.
79.879	2.145	5	79879	olsa: list: 5 / sentence: 5	-8.5	20.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
83.202	1.938	80	83202	olsa: list: 21 / sentence: 20	-5.5	60.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
86.291	1.941	31	86291	olsa: list: 10 / sentence: 11	-6.9	40.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
89.335	2.002	114	89335	olsa: list: 30 / sentence: 14	-1.3	95.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
92.448	2.105	88	92448	olsa: list: 25 / sentence: 8	-3.9	80.0	olsa/sentences/92629.wav	Nina kauft zwei alte Ringe.
