onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
105.805	2.002	34	105805	olsa: list: 10 / sentence: 14	-8.2	40.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
108.965	2.145	95	108965	olsa: list: 25 / sentence: 15	-5.2	80.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
112.194	2.077	61	112194	olsa: list: 21 / sentence: 1	-6.8	60.0	olsa/sentences/37886.wav	Ulrich gewann zwoelf rote Messer.
115.353	2.031	17	115353	olsa: list: 5 / sentence: 17	-9.8	20.0	olsa/sentences/47048.wav	Britta gewann drei schwere Steine.
118.536	2.05	8	118536	olsa: list: 5 / sentence: 8	-9.8	20.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
121.788	2.097	97	121788	olsa: list: 25 / sentence: 17	-5.2	80.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
124.901	2.565	76	124901	olsa: list: 21 / sentence: 16	-6.8	60.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
128.618	1.938	10	128618	olsa: list: 5 / sentence: 10	-9.8	20.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
131.615	1.97	65	131615	olsa: list: 21 / sentence: 5	-6.8	60.0	olsa/sentences/76600.wav	Thomas hat zwei grosse Blumen.
134.658	2.196	79	134658	olsa: list: 21 / sentence: 19	-6.8	60.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
138.05	2.22	45	138050	olsa: list: 14 / sentence: 5	-7.5	50.0	olsa/sentences/82009.wav	Doris kauft drei grosse Ringe.
141.419	2.145	115	141419	olsa: list: 30 / sentence: 15	-2.6	95.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
144.717	2.29	87	144717	olsa: list: 25 / sentence: 7	-5.2	80.0	olsa/sentences/18348.wav	Kerstin nahm acht schwere Steine.
148.156	2.396	104	148156	olsa: list: 30 / sentence: 4	-2.6	95.0	olsa/sentences/67850.wav	Stefan gewann zwoelf gruene Blumen.
151.733	2.213	69	151733	olsa: list: 21 / sentence: 9	-6.8	60.0	olsa/sentences/89364.wav	Doris malt acht teure Dosen.
155.009	2.108	27	155009	olsa: list: 10 / sentence: 7	-8.2	40.0	olsa/sentences/08168.wav	Peter nahm neun teure Steine.
158.215	2.294	30	158215	olsa: list: 10 / sentence: 10	-8.2	40.0	olsa/sentences/45923.wav	Britta verleiht elf alte Bilder.
161.583	2.015	90	161583	olsa: list: 25 / sentence: 10	-5.2	80.0	olsa/sentences/47173.wav	Britta gewann neun schoene Bilder.
164.673	2.532	41	164673	olsa: list: 14 / sentence: 1	-7.5	50.0	olsa/sentences/95162.wav	Nina verleiht neun teure Autos.
168.227	2.05	78	168227	olsa: list: 21 / sentence: 18	-6.8	60.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
171.433	2.565	116	171433	olsa: list: 30 / sentence: 16	-2.6	95.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
175.057	2.26	22	175057	olsa: list: 10 / sentence: 2	-8.2	40.0	olsa/sentences/70287.wav	Thomas bekommt sieben rote Schuhe.
178.519	2.196	9	178519	olsa: list: 5 / sentence: 9	-9.8	20.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
181.794	2.162	19	181794	olsa: list: 5 / sentence: 19	-9.8	20.0	olsa/sentences/18314.wav	Kerstin nahm acht kleine Dosen.
185.093	1.938	100	185093	olsa: list: 25 / sentence: 20	-5.2	80.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
188.113	2.411	47	188113	olsa: list: 14 / sentence: 7	-7.5	50.0	olsa/sentences/10681.wav	Kerstin bekommt zwei rote Tassen.
191.621	2.097	57	191621	olsa: list: 14 / sentence: 17	-7.5	50.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
194.897	2.002	94	194897	olsa: list: 25 / sentence: 14	-5.2	80.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
198.056	2.002	74	198056	olsa: list: 21 / sentence: 14	-6.8	60.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
201.169	2.097	77	201169	olsa: list: 21 / sentence: 17	-6.8	60.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
204.306	2.287	15	204306	olsa: list: 5 / sentence: 15	-9.8	20.0	olsa/sentences/95569.wav	Nina verleiht fuenf teure Ringe.
207.744	2.193	84	207744	olsa: list: 25 / sentence: 4	-5.2	80.0	olsa/sentences/51437.wav	Wolfgang sieht vier nasse Schuhe.
211.089	2.085	23	211089	olsa: list: 10 / sentence: 3	-8.2	40.0	olsa/sentences/22336.wav	Tanja kauft acht nasse Messer.
214.365	1.941	1	214365	olsa: list: 5 / sentence: 1	-9.8	20.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
217.408	2.438	106	217408	olsa: list: 30 / sentence: 6	-2.6	95.0	olsa/sentences/72141.wav	Thomas kauft neun schwere Tassen.
220.986	2.105	88	220986	olsa: list: 25 / sentence: 8	-5.2	80.0	olsa/sentences/92629.wav	Nina kauft zwei alte Ringe.
224.284	2.097	37	224284	olsa: list: 10 / sentence: 17	-8.2	40.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
227.49	1.938	40	227490	olsa: list: 10 / sentence: 20	-8.2	40.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
230.557	2.05	118	230557	olsa: list: 30 / sentence: 18	-2.6	95.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
233.809	2.05	58	233809	olsa: list: 14 / sentence: 18	-7.5	50.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
236.945	1.941	111	236945	olsa: list: 30 / sentence: 11	-2.6	95.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
240.058	2.05	38	240058	olsa: list: 10 / sentence: 18	-8.2	40.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
243.195	1.832	89	243195	olsa: list: 25 / sentence: 9	-5.2	80.0	olsa/sentences/09216.wav	Peter malt sieben kleine Messer.
246.029	2.142	33	246029	olsa: list: 10 / sentence: 13	-8.2	40.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
249.304	2.305	64	249304	olsa: list: 21 / sentence: 4	-6.8	60.0	olsa/sentences/02737.wav	Peter kauft achtzehn nasse Schuhe.
252.743	2.142	3	252743	olsa: list: 5 / sentence: 3	-9.8	20.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
255.972	2.137	81	255972	olsa: list: 25 / sentence: 1	-5.2	80.0	olsa/sentences/23081.wav	Tanja gibt drei rote Tassen.
259.247	2.039	43	259247	olsa: list: 14 / sentence: 3	-7.5	50.0	olsa/sentences/07970.wav	Peter gewann elf schoene Blumen.
262.453	2.145	55	262453	olsa: list: 14 / sentence: 15	-7.5	50.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
265.706	2.549	52	265706	olsa: list: 14 / sentence: 12	-7.5	50.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
269.33	2.206	102	269330	olsa: list: 30 / sentence: 2	-2.6	95.0	olsa/sentences/43285.wav	Britta gibt sieben rote Sessel.
272.652	2.217	109	272652	olsa: list: 30 / sentence: 9	-2.6	95.0	olsa/sentences/05413.wav	Peter verleiht vier kleine Bilder.
275.927	2.196	99	275927	olsa: list: 25 / sentence: 19	-5.2	80.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
279.296	2.196	59	279296	olsa: list: 14 / sentence: 19	-7.5	50.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
282.595	1.987	29	282595	olsa: list: 10 / sentence: 9	-8.2	40.0	olsa/sentences/36514.wav	Ulrich hat fuenf kleine Dosen.
285.638	1.941	51	285638	olsa: list: 14 / sentence: 11	-7.5	50.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
288.728	2.549	32	288728	olsa: list: 10 / sentence: 12	-8.2	40.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
292.398	1.946	18	292398	olsa: list: 5 / sentence: 18	-9.8	20.0	olsa/sentences/76802.wav	Thomas hat zwoelf grosse Autos.
295.395	2.097	117	295395	olsa: list: 30 / sentence: 17	-2.6	95.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
298.648	2.522	42	298648	olsa: list: 14 / sentence: 2	-7.5	50.0	olsa/sentences/29744.wav	Tanja malt achtzehn schwere Dosen.
302.225	2.196	119	302225	olsa: list: 30 / sentence: 19	-2.6	95.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
305.524	2.043	50	305524	olsa: list: 14 / sentence: 10	-7.5	50.0	olsa/sentences/78835.wav	Thomas nahm zwoelf nasse Sessel.
308.59	2.091	24	308590	olsa: list: 10 / sentence: 4	-8.2	40.0	olsa/sentences/93692.wav	Nina gibt zwei weisse Autos.
311.796	2.427	85	311796	olsa: list: 25 / sentence: 5	-5.2	80.0	olsa/sentences/65555.wav	Stefan verleiht fuenf gruene Sessel.
315.42	1.938	60	315420	olsa: list: 14 / sentence: 20	-7.5	50.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
318.557	2.32	66	318557	olsa: list: 21 / sentence: 6	-6.8	60.0	olsa/sentences/51195.wav	Wolfgang sieht neun weisse Sessel.
321.972	2.145	75	321972	olsa: list: 21 / sentence: 15	-6.8	60.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
325.224	2.441	26	325224	olsa: list: 10 / sentence: 6	-8.2	40.0	olsa/sentences/11755.wav	Kerstin sieht achtzehn gruene Sessel.
328.755	2.132	14	328755	olsa: list: 5 / sentence: 14	-9.8	20.0	olsa/sentences/33980.wav	Ulrich gibt elf rote Blumen.
332.008	2.292	46	332008	olsa: list: 14 / sentence: 6	-7.5	50.0	olsa/sentences/51417.wav	Wolfgang sieht vier kleine Schuhe.
335.492	1.941	91	335492	olsa: list: 25 / sentence: 11	-5.2	80.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
338.443	2.131	21	338443	olsa: list: 10 / sentence: 1	-8.2	40.0	olsa/sentences/69009.wav	Stefan malt drei grosse Ringe.
341.741	2.023	68	341741	olsa: list: 21 / sentence: 8	-6.8	60.0	olsa/sentences/68271.wav	Stefan nahm sieben schoene Tassen.
344.971	2.549	2	344971	olsa: list: 5 / sentence: 2	-9.8	20.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
348.571	2.002	114	348571	olsa: list: 30 / sentence: 14	-2.6	95.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
351.684	2.482	25	351684	olsa: list: 10 / sentence: 5	-8.2	40.0	olsa/sentences/54841.wav	Wolfgang schenkt zwoelf schwere Tassen.
355.355	2.081	108	355355	olsa: list: 30 / sentence: 8	-2.6	95.0	olsa/sentences/94067.wav	Nina schenkt drei teure Schuhe.
358.584	2.002	4	358584	olsa: list: 5 / sentence: 4	-9.8	20.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
361.604	2.565	36	361604	olsa: list: 10 / sentence: 16	-8.2	40.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
365.368	2.145	5	365368	olsa: list: 5 / sentence: 5	-9.8	20.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
368.666	2.287	101	368666	olsa: list: 30 / sentence: 1	-2.6	95.0	olsa/sentences/80338.wav	Doris bekommt acht nasse Steine.
372.105	1.941	31	372105	olsa: list: 10 / sentence: 11	-8.2	40.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
375.194	2.766	83	375194	olsa: list: 25 / sentence: 3	-5.2	80.0	olsa/sentences/70762.wav	Thomas bekommt achtzehn teure Autos.
379.12	2.142	113	379120	olsa: list: 30 / sentence: 13	-2.6	95.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
382.303	2.05	98	382303	olsa: list: 25 / sentence: 18	-5.2	80.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
385.556	1.938	120	385556	olsa: list: 30 / sentence: 20	-2.6	95.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
388.506	1.938	80	388506	olsa: list: 21 / sentence: 20	-6.8	60.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
391.479	1.846	63	391479	olsa: list: 21 / sentence: 3	-6.8	60.0	olsa/sentences/44529.wav	Britta schenkt fuenf alte Ringe.
394.453	1.883	49	394453	olsa: list: 14 / sentence: 9	-7.5	50.0	olsa/sentences/34226.wav	Ulrich schenkt sieben alte Messer.
397.403	1.941	71	397403	olsa: list: 21 / sentence: 11	-6.8	60.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
400.47	2.565	56	400470	olsa: list: 14 / sentence: 16	-7.5	50.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
404.233	2.145	35	404233	olsa: list: 10 / sentence: 15	-8.2	40.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
