onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
1.534	2.565	116	1534	olsa: list: 30 / sentence: 16	-4.4	95.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
5.158	2.145	115	5158	olsa: list: 30 / sentence: 15	-4.4	95.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
8.34	2.002	114	8340	olsa: list: 30 / sentence: 14	-4.4	95.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
11.407	2.549	2	11407	olsa: list: 5 / sentence: 2	-11.6	20.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
15.124	2.396	104	15124	olsa: list: 30 / sentence: 4	-4.4	95.0	olsa/sentences/67850.wav	Stefan gewann zwoelf gruene Blumen.
18.562	2.392	12	18562	olsa: list: 5 / sentence: 12	-11.6	20.0	olsa/sentences/52277.wav	Wolfgang kauft sieben schoene Schuhe.
22.047	2.002	74	22047	olsa: list: 21 / sentence: 14	-8.6	60.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
25.113	2.142	33	25113	olsa: list: 10 / sentence: 13	-10.0	40.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
28.296	1.938	60	28296	olsa: list: 14 / sentence: 20	-9.3	50.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
31.27	2.145	5	31270	olsa: list: 5 / sentence: 5	-11.6	20.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
34.592	2.097	97	34592	olsa: list: 25 / sentence: 17	-7.0	80.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
37.798	1.938	100	37798	olsa: list: 25 / sentence: 20	-7.0	80.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
40.771	1.941	71	40771	olsa: list: 21 / sentence: 11	-8.6	60.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
43.907	2.05	8	43907	olsa: list: 5 / sentence: 8	-11.6	20.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
47.09	2.222	103	47090	olsa: list: 30 / sentence: 3	-4.4	95.0	olsa/sentences/39994.wav	Ulrich malt elf weisse Dosen.
50.459	2.29	87	50459	olsa: list: 25 / sentence: 7	-7.0	80.0	olsa/sentences/18348.wav	Kerstin nahm acht schwere Steine.
53.804	2.522	42	53804	olsa: list: 14 / sentence: 2	-9.3	50.0	olsa/sentences/29744.wav	Tanja malt achtzehn schwere Dosen.
57.428	2.05	38	57428	olsa: list: 10 / sentence: 18	-10.0	40.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
60.611	2.081	108	60611	olsa: list: 30 / sentence: 8	-4.4	95.0	olsa/sentences/94067.wav	Nina schenkt drei teure Schuhe.
63.793	2.114	86	63793	olsa: list: 25 / sentence: 6	-7.0	80.0	olsa/sentences/34994.wav	Ulrich schenkt elf weisse Dosen.
67.092	2.565	56	67092	olsa: list: 14 / sentence: 16	-9.3	50.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
70.809	2.108	27	70809	olsa: list: 10 / sentence: 7	-10.0	40.0	olsa/sentences/08168.wav	Peter nahm neun teure Steine.
74.108	2.002	54	74108	olsa: list: 14 / sentence: 14	-9.3	50.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
77.291	2.292	46	77291	olsa: list: 14 / sentence: 6	-9.3	50.0	olsa/sentences/51417.wav	Wolfgang sieht vier kleine Schuhe.
80.729	2.441	26	80729	olsa: list: 10 / sentence: 6	-10.0	40.0	olsa/sentences/11755.wav	Kerstin sieht achtzehn gruene Sessel.
84.237	2.32	66	84237	olsa: list: 21 / sentence: 6	-8.6	60.0	olsa/sentences/51195.wav	Wolfgang sieht neun weisse Sessel.
87.605	2.549	92	87605	olsa: list: 25 / sentence: 12	-7.0	80.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
91.229	2.766	83	91229	olsa: list: 25 / sentence: 3	-7.0	80.0	olsa/sentences/70762.wav	Thomas bekommt achtzehn teure Autos.
95.086	2.043	50	95086	olsa: list: 14 / sentence: 10	-9.3	50.0	olsa/sentences/78835.wav	Thomas nahm zwoelf nasse Sessel.
98.199	1.941	51	98199	olsa: list: 14 / sentence: 11	-9.3	50.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
101.219	2.097	7	101219	olsa: list: 5 / sentence: 7	-11.6	20.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
104.355	1.97	65	104355	olsa: list: 21 / sentence: 5	-8.6	60.0	olsa/sentences/76600.wav	Thomas hat zwei grosse Blumen.
107.352	2.118	13	107352	olsa: list: 5 / sentence: 13	-11.6	20.0	olsa/sentences/89135.wav	Doris malt neun nasse Sessel.
110.674	2.05	98	110674	olsa: list: 25 / sentence: 18	-7.0	80.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
113.741	1.941	91	113741	olsa: list: 25 / sentence: 11	-7.0	80.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
116.877	2.031	17	116877	olsa: list: 5 / sentence: 17	-11.6	20.0	olsa/sentences/47048.wav	Britta gewann drei schwere Steine.
119.99	1.786	107	119990	olsa: list: 30 / sentence: 7	-4.4	95.0	olsa/sentences/26626.wav	Tanja hat zwei alte Messer.
122.94	2.26	22	122940	olsa: list: 10 / sentence: 2	-10.0	40.0	olsa/sentences/70287.wav	Thomas bekommt sieben rote Schuhe.
126.332	2.002	94	126332	olsa: list: 25 / sentence: 14	-7.0	80.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
