onset	duration	value	sample	trial_type	SNR	intelligibility	stim_file	sentence
9.617	2.206	102	9617	olsa: list: 30 / sentence: 2	-2.4	95.0	olsa/sentences/43285.wav	Britta gibt sieben rote Sessel.
12.87	2.385	105	12870	olsa: list: 30 / sentence: 5	-2.4	95.0	olsa/sentences/51779.wav	Wolfgang sieht achtzehn schoene Ringe.
16.424	2.155	67	16424	olsa: list: 21 / sentence: 7	-6.6	60.0	olsa/sentences/23448.wav	Tanja gibt vier schwere Steine.
19.7	2.002	94	19700	olsa: list: 25 / sentence: 14	-5.0	80.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
22.789	2.05	58	22789	olsa: list: 14 / sentence: 18	-7.3	50.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
25.879	2.29	87	25879	olsa: list: 25 / sentence: 7	-5.0	80.0	olsa/sentences/18348.wav	Kerstin nahm acht schwere Steine.
29.201	2.482	25	29201	olsa: list: 10 / sentence: 5	-8.0	40.0	olsa/sentences/54841.wav	Wolfgang schenkt zwoelf schwere Tassen.
32.732	2.549	92	32732	olsa: list: 25 / sentence: 12	-5.0	80.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
36.403	2.031	17	36403	olsa: list: 5 / sentence: 17	-9.6	20.0	olsa/sentences/47048.wav	Britta gewann drei schwere Steine.
39.493	2.294	30	39493	olsa: list: 10 / sentence: 10	-8.0	40.0	olsa/sentences/45923.wav	Britta verleiht elf alte Bilder.
42.815	2.142	73	42815	olsa: list: 21 / sentence: 13	-6.6	60.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
46.114	2.565	116	46114	olsa: list: 30 / sentence: 16	-2.4	95.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
49.877	1.941	71	49877	olsa: list: 21 / sentence: 11	-6.6	60.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
52.874	2.097	77	52874	olsa: list: 21 / sentence: 17	-6.6	60.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
55.987	2.097	57	55987	olsa: list: 14 / sentence: 17	-7.3	50.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
59.169	1.941	51	59169	olsa: list: 14 / sentence: 11	-7.3	50.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
62.282	2.392	12	62282	olsa: list: 5 / sentence: 12	-9.6	20.0	olsa/sentences/52277.wav	Wolfgang kauft sieben schoene Schuhe.
65.79	1.832	89	65790	olsa: list: 25 / sentence: 9	-5.0	80.0	olsa/sentences/09216.wav	Peter malt sieben kleine Messer.
68.694	2.235	20	68694	olsa: list: 5 / sentence: 20	-9.6	20.0	olsa/sentences/24621.wav	Tanja schenkt zwei alte Tassen.
71.993	2.222	103	71993	olsa: list: 30 / sentence: 3	-2.4	95.0	olsa/sentences/39994.wav	Ulrich malt elf weisse Dosen.
75.315	2.565	76	75315	olsa: list: 21 / sentence: 16	-6.6	60.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
78.893	2.22	45	78893	olsa: list: 14 / sentence: 5	-7.3	50.0	olsa/sentences/82009.wav	Doris kauft drei grosse Ringe.
82.331	1.941	1	82331	olsa: list: 5 / sentence: 1	-9.6	20.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
85.281	1.938	40	85281	olsa: list: 10 / sentence: 20	-8.0	40.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
88.278	2.305	64	88278	olsa: list: 21 / sentence: 4	-6.6	60.0	olsa/sentences/02737.wav	Peter kauft achtzehn nasse Schuhe.
91.647	2.002	74	91647	olsa: list: 21 / sentence: 14	-6.6	60.0	olsa/sentences/66553.wav	Stefan hat fuenf gruene Bilder.
94.667	2.142	113	94667	olsa: list: 30 / sentence: 13	-2.4	95.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
97.919	2.32	66	97919	olsa: list: 21 / sentence: 6	-6.6	60.0	olsa/sentences/51195.wav	Wolfgang sieht neun weisse Sessel.
101.334	2.522	42	101334	olsa: list: 14 / sentence: 2	-7.3	50.0	olsa/sentences/29744.wav	Tanja malt achtzehn schwere Dosen.
104.912	2.145	75	104912	olsa: list: 21 / sentence: 15	-6.6	60.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
108.211	1.938	100	108211	olsa: list: 25 / sentence: 20	-5.0	80.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
111.207	2.438	106	111207	olsa: list: 30 / sentence: 6	-2.4	95.0	olsa/sentences/72141.wav	Thomas kauft neun schwere Tassen.
114.739	2.05	8	114739	olsa: list: 5 / sentence: 8	-9.6	20.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
117.898	2.137	81	117898	olsa: list: 25 / sentence: 1	-5.0	80.0	olsa/sentences/23081.wav	Tanja gibt drei rote Tassen.
121.174	2.196	9	121174	olsa: list: 5 / sentence: 9	-9.6	20.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
124.519	2.052	16	124519	olsa: list: 5 / sentence: 16	-9.6	20.0	olsa/sentences/00456.wav	Peter bekommt vier gruene Messer.
127.585	2.578	70	127585	olsa: list: 21 / sentence: 10	-6.6	60.0	olsa/sentences/15952.wav	Kerstin verleiht elf gruene Autos.
131.302	2.193	84	131302	olsa: list: 25 / sentence: 4	-5.0	80.0	olsa/sentences/51437.wav	Wolfgang sieht vier nasse Schuhe.
134.555	2.217	109	134555	olsa: list: 30 / sentence: 9	-2.4	95.0	olsa/sentences/05413.wav	Peter verleiht vier kleine Bilder.
137.993	2.565	56	137993	olsa: list: 14 / sentence: 16	-7.3	50.0	olsa/sentences/90790.wav	Nina bekommt achtzehn weisse Blumen.
141.71	2.108	27	141710	olsa: list: 10 / sentence: 7	-8.0	40.0	olsa/sentences/08168.wav	Peter nahm neun teure Steine.
144.986	2.097	117	144986	olsa: list: 30 / sentence: 17	-2.4	95.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
148.168	1.938	80	148168	olsa: list: 21 / sentence: 20	-6.6	60.0	olsa/sentences/48835.wav	Britta nahm zwoelf nasse Sessel.
151.304	2.097	37	151304	olsa: list: 10 / sentence: 17	-8.0	40.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
154.51	2.287	101	154510	olsa: list: 30 / sentence: 1	-2.4	95.0	olsa/sentences/80338.wav	Doris bekommt acht nasse Steine.
157.995	2.549	2	157995	olsa: list: 5 / sentence: 2	-9.6	20.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
161.619	2.145	35	161619	olsa: list: 10 / sentence: 15	-8.0	40.0	olsa/sentences/77974.wav	Thomas gewann elf schoene Dosen.
164.848	2.132	14	164848	olsa: list: 5 / sentence: 14	-9.6	20.0	olsa/sentences/33980.wav	Ulrich gibt elf rote Blumen.
168.031	2.532	41	168031	olsa: list: 14 / sentence: 1	-7.3	50.0	olsa/sentences/95162.wav	Nina verleiht neun teure Autos.
171.609	2.097	7	171609	olsa: list: 5 / sentence: 7	-9.6	20.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
174.768	1.987	29	174768	olsa: list: 10 / sentence: 9	-8.0	40.0	olsa/sentences/36514.wav	Ulrich hat fuenf kleine Dosen.
177.951	2.192	62	177951	olsa: list: 21 / sentence: 2	-6.6	60.0	olsa/sentences/90013.wav	Nina bekommt drei kleine Bilder.
181.157	1.941	31	181157	olsa: list: 10 / sentence: 11	-8.0	40.0	olsa/sentences/31601.wav	Ulrich sieht zwei grosse Tassen.
184.223	1.883	49	184223	olsa: list: 14 / sentence: 9	-7.3	50.0	olsa/sentences/34226.wav	Ulrich schenkt sieben alte Messer.
187.173	2.142	53	187173	olsa: list: 14 / sentence: 13	-7.3	50.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
190.449	2.549	112	190449	olsa: list: 30 / sentence: 12	-2.4	95.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
194.003	2.441	26	194003	olsa: list: 10 / sentence: 6	-8.0	40.0	olsa/sentences/11755.wav	Kerstin sieht achtzehn gruene Sessel.
197.465	2.411	47	197465	olsa: list: 14 / sentence: 7	-7.3	50.0	olsa/sentences/10681.wav	Kerstin bekommt zwei rote Tassen.
201.089	2.549	72	201089	olsa: list: 21 / sentence: 12	-6.6	60.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
204.76	2.427	85	204760	olsa: list: 25 / sentence: 5	-5.0	80.0	olsa/sentences/65555.wav	Stefan verleiht fuenf gruene Sessel.
208.36	2.091	24	208360	olsa: list: 10 / sentence: 4	-8.0	40.0	olsa/sentences/93692.wav	Nina gibt zwei weisse Autos.
211.589	2.085	23	211589	olsa: list: 10 / sentence: 3	-8.0	40.0	olsa/sentences/22336.wav	Tanja kauft acht nasse Messer.
214.795	2.142	33	214795	olsa: list: 10 / sentence: 13	-8.0	40.0	olsa/sentences/82487.wav	Doris kauft vier rote Schuhe.
218.025	2.05	38	218025	olsa: list: 10 / sentence: 18	-8.0	40.0	olsa/sentences/59026.wav	Wolfgang malt drei alte Messer.
221.207	1.946	18	221207	olsa: list: 5 / sentence: 18	-9.6	20.0	olsa/sentences/76802.wav	Thomas hat zwoelf grosse Autos.
224.367	2.196	99	224367	olsa: list: 25 / sentence: 19	-5.0	80.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
227.619	2.196	119	227619	olsa: list: 30 / sentence: 19	-2.4	95.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
230.988	2.196	39	230988	olsa: list: 10 / sentence: 19	-8.0	40.0	olsa/sentences/24318.wav	Tanja schenkt acht kleine Steine.
234.24	2.097	97	234240	olsa: list: 25 / sentence: 17	-5.0	80.0	olsa/sentences/03262.wav	Peter gibt sieben teure Autos.
237.492	2.292	46	237492	olsa: list: 14 / sentence: 6	-7.3	50.0	olsa/sentences/51417.wav	Wolfgang sieht vier kleine Schuhe.
240.954	2.26	22	240954	olsa: list: 10 / sentence: 2	-8.0	40.0	olsa/sentences/70287.wav	Thomas bekommt sieben rote Schuhe.
244.392	2.766	83	244392	olsa: list: 25 / sentence: 3	-5.0	80.0	olsa/sentences/70762.wav	Thomas bekommt achtzehn teure Autos.
248.225	2.549	52	248225	olsa: list: 14 / sentence: 12	-7.3	50.0	olsa/sentences/15149.wav	Kerstin verleiht neun schwere Ringe.
